TREE_COMPOSITE_ID,PLOT_COMPOSITE_ID,SPCD,PLOT,SUBP,COUNTYCD,STATECD,PLT_CN,INVYR,CYCLE,MEASYEAR,TREE_CN,COND_CN,CONDID,STATUSCD,DIA,COND_STATUS_CD,LAT,LON,BALIVE,SICOND,DSTRBCD1,DSTRBYR1,DSTRBCD2,DSTRBYR2,DSTRBCD3,DSTRBYR3,SDIMAX_RMRS,SDI_RMRS,SLOPE,ASPECT,CONDPROP_UNADJ,RECONCILECD,TPA_UNADJ,MORTYR,DAMAGE_AGENT_CD1,DAMAGE_AGENT_CD2,DAMAGE_AGENT_CD3,AGENTCD,PREV_STATUS_CD,ADFORCD,TREESALL,TOTALDEAD,DEADPROP
16_1_49_80990_4_2,16_1_49_80990,101,80990,4,49,16,37275887010690,2010,2,2011,42514536010690,42514498010690,1,2,9,1,45.990882,-114.932127,17.7205,29,0,NA,0,NA,0,NA,595,32.1447,43,250,1,NA,6.018046,NA,NA,NA,NA,NA,NA,117,4,4,1
16_1_49_81036_2_18,16_1_49_81036,101,81036,2,49,16,40390560010690,2012,2,2012,195370885020004,195370844020004,1,2,16.1,1,45.932262,-115.029978,65.4292,20,30,2008,0,NA,0,NA,735,134.8754,72,262,1,NA,6.018046,NA,NA,NA,NA,NA,NA,117,7,3,0.42857142857142855
16_1_49_82626_3_9,16_1_49_82626,101,82626,3,49,16,31364140010690,2008,2,2011,50637580020004,50637564020004,1,2,9.3,2,45.283861,-115.977758,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0.860482,NA,6.018046,NA,NA,NA,NA,NA,NA,412,15,11,0.7333333333333333
16_1_49_83199_2_2,16_1_49_83199,101,83199,2,49,16,5387840010690,2005,2,2008,31336104010690,5387842010690,1,2,10.6,1,45.541364,-114.76671,164.8794,30,0,NA,NA,NA,NA,NA,670,299.4288,53,350,1,NA,6.018046,NA,NA,NA,NA,NA,NA,103,17,14,0.8235294117647058
16_1_49_83333_2_7,16_1_49_83333,101,83333,2,49,16,40390482010690,2011,2,2011,51045009020004,51044992020004,1,2,6.4,1,45.562155,-115.713735,16.4903,37,0,NA,0,NA,0,NA,670,26.5606,100,140,1,NA,6.018046,NA,NA,NA,NA,NA,NA,117,14,12,0.8571428571428571
16_1_49_83802_1_3,16_1_49_83802,101,83802,1,49,16,35371973010690,2009,2,2009,39518481010690,39518470010690,1,2,10.4,1,45.224696,-115.76507,1.476,26,32,2007,0,NA,NA,NA,700,5.2585,30,265,1,NA,6.018046,NA,NA,NA,NA,NA,NA,412,3,3,1
16_1_49_85998_2_10,16_1_49_85998,101,85998,2,49,16,12280596010690,2007,2,2008,31348518010690,12280598010690,1,2,6.2,1,45.36859,-115.339297,0,NA,32,2007,0,NA,NA,NA,700,0,10,263,0.75,NA,6.018046,NA,NA,NA,NA,NA,NA,412,12,12,1
16_1_49_85998_4_10,16_1_49_85998,101,85998,4,49,16,12280596010690,2007,2,2008,31348529010690,12280598010690,1,2,6.3,1,45.36859,-115.339297,0,NA,32,2007,0,NA,NA,NA,700,0,10,263,0.75,NA,6.018046,NA,NA,NA,NA,NA,NA,412,12,12,1
16_1_49_86559_2_6,16_1_49_86559,101,86559,2,49,16,40390411010690,2013,2,2013,273530095489998,273530058489998,1,2,8.3,1,45.903173,-115.001918,64.779,30,12,2010,0,NA,0,NA,700,134.4336,21,254,1,NA,6.018046,2005,NA,NA,NA,10,NA,117,13,6,0.46153846153846156
16_1_49_83333_2_3,16_1_49_83333,101,83333,2,49,16,40390482010690,2011,2,2011,51045005020004,51044992020004,1,2,6.5,1,45.562155,-115.713735,16.4903,37,0,NA,0,NA,0,NA,670,26.5606,100,140,1,NA,6.018046,2005,NA,NA,NA,30,NA,117,14,12,0.8571428571428571
16_1_49_86559_2_4,16_1_49_86559,101,86559,2,49,16,40390411010690,2013,2,2013,273530097489998,273530058489998,1,2,10.3,1,45.903173,-115.001918,64.779,30,12,2010,0,NA,0,NA,700,134.4336,21,254,1,NA,6.018046,NA,NA,NA,NA,NA,NA,117,13,6,0.46153846153846156
16_1_49_88344_2_5,16_1_49_88344,101,88344,2,49,16,40390464010690,2013,2,2013,273530232489998,273530209489998,1,1,6.3,1,45.678499,-114.824325,4.3276,29,0,NA,0,NA,0,NA,700,8.511,30,303,1,NA,6.018046,NA,0,NA,NA,NA,NA,103,2,1,0.5
16_1_49_88424_4_12,16_1_49_88424,101,88424,4,49,16,4730060010690,2004,2,2004,4730131010690,4730063010690,1,1,7.1,1,45.625327,-114.568991,169.2691,34,0,NA,NA,NA,NA,NA,735,356.4851,47,270,1,NA,6.018046,NA,90011,0,NA,NA,NA,103,16,5,0.3125
16_1_49_88704_3_4,16_1_49_88704,101,88704,3,49,16,37275901010690,2010,2,2010,42515537010690,42515501010690,1,2,11.2,1,45.805705,-114.556842,63.3075,25,0,NA,0,NA,0,NA,735,136.0573,85,270,1,NA,6.018046,NA,NA,NA,NA,NA,NA,103,18,18,1
16_1_49_88704_4_14,16_1_49_88704,101,88704,4,49,16,37275901010690,2010,2,2010,42515562010690,42515501010690,1,2,14.6,1,45.805705,-114.556842,63.3075,25,0,NA,0,NA,0,NA,735,136.0573,85,270,1,NA,6.018046,NA,NA,NA,NA,NA,NA,103,18,18,1
16_1_49_88424_2_9,16_1_49_88424,101,88424,2,49,16,4730060010690,2004,2,2004,4730095010690,4730063010690,1,2,7.1,1,45.625327,-114.568991,169.2691,34,0,NA,NA,NA,NA,NA,735,356.4851,47,270,1,NA,6.018046,NA,NA,NA,NA,NA,NA,103,16,5,0.3125
16_2_15_81010_2_5,16_2_15_81010,101,81010,2,15,16,5377806010690,2005,2,2005,5377825010690,5377809010690,1,2,10.8,1,44.239461,-115.18578,0,19,30,2004,0,NA,NA,NA,735,0,75,214,1,NA,6.018046,2004,NA,NA,NA,30,NA,402,5,5,1
16_2_39_81348_1_1,16_2_39_81348,101,81348,1,39,16,35371653010690,2009,2,2009,39515863010690,39515854010690,1,1,7.8,1,43.749244,-115.322246,102.2851,17,12,2008,0,NA,NA,NA,735,231.9276,56,270,1,NA,6.018046,NA,11006,0,NA,NA,NA,402,18,5,0.2777777777777778
16_2_39_81348_2_1,16_2_39_81348,101,81348,2,39,16,35371653010690,2009,2,2009,39515867010690,39515854010690,1,2,9.6,1,43.749244,-115.322246,102.2851,17,12,2008,0,NA,NA,NA,735,231.9276,56,270,1,NA,6.018046,NA,NA,NA,NA,NA,NA,402,18,5,0.2777777777777778
16_2_85_80134_2_1,16_2_85_80134,101,80134,2,85,16,11812701010690,2006,2,2006,11812723010690,11812704010690,1,2,5.6,1,44.647425,-115.300531,2.5999,44,32,2001,0,NA,NA,NA,700,4.9944,40,106,1,NA,6.018046,2001,NA,NA,NA,30,NA,413,11,11,1
16_2_85_81449_1_4,16_2_85_81449,101,81449,1,85,16,40391525010690,2013,2,2013,273535012489998,273534996489998,1,1,2.2,1,44.871125,-115.932284,86.7214,32,0,NA,0,NA,0,NA,735,164.0029,35,62,1,NA,74.965282,NA,NA,NA,NA,NA,NA,412,5,2,0.4
16_2_85_82917_3_13,16_2_85_82917,101,82917,3,85,16,35372598010690,2009,2,2009,39528403010690,39528362010690,1,2,8.4,1,44.871588,-115.228457,4.0969,NA,32,2006,0,NA,NA,NA,470,8.2541,50,225,0.5,NA,6.018046,2006,NA,NA,NA,30,NA,413,17,15,0.8823529411764706
16_2_85_84139_4_4,16_2_85_84139,101,84139,4,85,16,11813323010690,2006,2,2006,11813350010690,11813326010690,1,2,28.5,1,44.474357,-115.674224,129.5169,38,12,2006,0,NA,NA,NA,735,186.6129,40,213,1,NA,6.018046,NA,NA,NA,NA,NA,NA,402,3,3,1
16_2_85_84736_1_3,16_2_85_84736,101,84736,1,85,16,5398581010690,2005,2,2005,5398597010690,5398584010690,1,1,7.3,1,45.058076,-115.543769,167.2907,30,0,NA,NA,NA,NA,NA,670,291.2698,15,175,0.474414,NA,6.018046,NA,0,NA,NA,NA,NA,412,2,1,0.5
16_2_85_85311_1_2,16_2_85_85311,101,85311,1,85,16,11813535010690,2006,2,2008,31344523010690,11813537010690,1,2,5.6,1,44.82784,-115.362715,0,21,32,2007,0,NA,NA,NA,470,0,50,290,1,NA,6.018046,NA,NA,NA,NA,NA,NA,413,22,22,1
16_2_85_85311_4_7,16_2_85_85311,101,85311,4,85,16,11813535010690,2006,2,2008,31344562010690,11813537010690,1,2,9.7,1,44.82784,-115.362715,0,21,32,2007,0,NA,NA,NA,470,0,50,290,1,NA,6.018046,NA,NA,NA,NA,NA,NA,413,22,22,1
16_2_85_86007_3_9,16_2_85_86007,101,86007,3,85,16,40391503010690,2011,2,2011,51056816020004,51056798020004,1,1,5.6,1,45.053313,-115.350382,39.2747,NA,0,NA,0,NA,0,NA,470,84.3101,35,325,1,NA,6.018046,NA,0,NA,NA,NA,NA,412,31,15,0.4838709677419355
16_2_85_86410_4_10,16_2_85_86410,101,86410,4,85,16,5398798010690,2005,2,2005,5398859010690,5398801010690,1,1,7.2,1,44.867089,-115.552612,115.7899,24,0,NA,NA,NA,NA,NA,700,222.6195,40,260,1,NA,6.018046,NA,0,NA,NA,NA,NA,402,9,0,0
16_2_85_87078_1_3,16_2_85_87078,101,87078,1,85,16,11813713010690,2006,2,2011,50639330020004,50639315020004,1,1,6.2,1,45.106821,-115.861234,77.2155,30,0,NA,0,NA,0,NA,670,180.1029,5,315,0.666078,NA,6.018046,NA,0,NA,NA,NA,NA,412,13,1,0.07692307692307693
16_2_85_88746_2_6,16_2_85_88746,101,88746,2,85,16,40391522010690,2011,2,2012,51057087020004,51057074020004,1,1,6.3,1,44.911486,-114.97958,45.4651,NA,0,NA,0,NA,0,NA,595,82.3438,55,225,1,NA,6.018046,NA,90011,0,NA,NA,NA,412,2,0,0
16_3_13_83935_3_10,16_3_13_83935,101,83935,3,13,16,4716995010690,2004,2,2004,4717063010690,4716998010690,1,2,9.3,1,43.8721,-114.697703,192.1902,24,0,NA,NA,NA,NA,NA,735,401.7137,25,332,1,NA,6.018046,NA,NA,NA,NA,NA,NA,414,18,5,0.2777777777777778
16_2_39_84705_3_1,16_2_39_84705,101,84705,3,39,16,31361487010690,2008,2,2011,50635843020004,50635838020004,1,1,16.1,2,43.705101,-115.195847,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,6.018046,NA,0,NA,NA,NA,NA,402,18,13,0.7222222222222222
16_2_85_87078_3_11,16_2_85_87078,101,87078,3,85,16,11813713010690,2006,2,2011,50639345020004,50639315020004,1,1,3.4,1,45.106821,-115.861234,77.2155,30,0,NA,0,NA,0,NA,670,180.1029,5,315,0.666078,NA,74.965282,NA,NA,NA,NA,NA,NA,412,13,1,0.07692307692307693
16_2_85_83466_3_2,16_2_85_83466,101,83466,3,85,16,40391523010690,2013,2,2013,273522587489998,273522563489998,1,2,NA,1,44.912332,-114.898794,0,NA,0,NA,0,NA,0,NA,700,0,5,357,1,NA,NA,2000,NA,NA,NA,30,NA,412,17,17,1
16_2_85_86007_3_17,16_2_85_86007,101,86007,3,85,16,40391503010690,2011,2,2011,51056824020004,51056798020004,1,1,7.6,1,45.053313,-115.350382,39.2747,NA,0,NA,0,NA,0,NA,470,84.3101,35,325,1,NA,6.018046,NA,0,NA,NA,NA,NA,412,31,15,0.4838709677419355
16_2_85_86007_3_18,16_2_85_86007,101,86007,3,85,16,40391503010690,2011,2,2011,51056825020004,51056798020004,1,1,6,1,45.053313,-115.350382,39.2747,NA,0,NA,0,NA,0,NA,470,84.3101,35,325,1,NA,6.018046,NA,0,NA,NA,NA,NA,412,31,15,0.4838709677419355
16_3_13_88217_4_1,16_3_13_88217,101,88217,4,13,16,35371060010690,2009,2,2009,39508290010690,39508253010690,1,1,20,1,43.916963,-114.694837,257.4921,31,10,9999,0,NA,NA,NA,470,410.5171,29,248,0.594817,NA,6.018046,NA,90006,0,NA,NA,NA,414,24,3,0.125
16_3_25_87808_3_6,16_3_25_87808,101,87808,3,25,16,12273251010690,2007,2,2007,12273283010690,12273254010690,1,2,7.9,1,43.787459,-114.770215,99.9989,27,0,NA,NA,NA,NA,NA,735,208.5512,99,270,0.75,NA,6.018046,NA,NA,NA,NA,NA,NA,414,12,5,0.4166666666666667
16_2_39_84634_1_4,16_2_39_84634,101,84634,1,39,16,5385890010690,2005,2,2005,5385905010690,5385893010690,1,1,4.3,1,43.92716,-115.12848,43.7713,20,0,NA,NA,NA,NA,NA,735,86.1224,45,335,1,NA,74.965282,NA,NA,NA,NA,NA,NA,414,7,4,0.5714285714285714
16_2_85_80278_4_9,16_2_85_80278,101,80278,4,85,16,40391504010690,2013,2,2013,273522312489998,273522244489998,1,2,8.5,1,45.052793,-115.284766,85.1451,23,0,NA,0,NA,0,NA,670,191.0248,75,92,1,NA,6.018046,NA,NA,NA,NA,NA,NA,412,17,7,0.4117647058823529
16_2_85_82204_3_6,16_2_85_82204,101,82204,3,85,16,40391498010690,2012,2,2012,195379557020004,195379528020004,1,2,8.6,1,45.100531,-115.288104,4.1177,25,0,NA,0,NA,0,NA,470,7.6424,70,128,0.75,NA,6.018046,NA,NA,NA,NA,NA,NA,412,20,19,0.95
16_2_15_83971_4_2,16_2_15_83971,101,83971,4,15,16,40389323010690,2013,2,2013,273501962489998,273501922489998,1,1,13.3,1,44.060536,-115.064178,85.7855,24,0,NA,0,NA,0,NA,735,165.9676,25,340,1,NA,6.018046,NA,90005,0,NA,NA,NA,414,6,2,0.3333333333333333
16_2_39_82670_1_5,16_2_39_82670,101,82670,1,39,16,40390097010690,2011,2,2011,51039743020004,51039729020004,1,1,6.6,1,43.875347,-115.13669,109.7274,17,0,NA,0,NA,0,NA,735,284.0775,20,220,1,NA,6.018046,NA,0,NA,NA,NA,NA,414,18,0,0
16_2_85_82400_3_6,16_2_85_82400,101,82400,3,85,16,5398212010690,2005,2,2005,5398264010690,5398215010690,1,1,9.9,1,44.874199,-115.349954,109.3581,26,0,NA,NA,NA,NA,NA,700,231.1921,30,268,1,NA,6.018046,NA,0,NA,NA,NA,NA,412,35,20,0.5714285714285714
16_2_85_82400_3_9,16_2_85_82400,101,82400,3,85,16,5398212010690,2005,2,2005,5398267010690,5398215010690,1,2,8.6,1,44.874199,-115.349954,109.3581,26,0,NA,NA,NA,NA,NA,700,231.1921,30,268,1,NA,6.018046,NA,NA,NA,NA,NA,NA,412,35,20,0.5714285714285714
16_2_85_88032_3_2,16_2_85_88032,101,88032,3,85,16,12290244010690,2007,2,2007,12290268010690,12290247010690,1,2,20.4,1,44.882378,-115.799293,86.3817,33,0,NA,NA,NA,NA,NA,700,153.5418,30,120,1,NA,6.018046,NA,NA,NA,NA,NA,NA,412,4,1,0.25
16_2_85_85218_2_4,16_2_85_85218,101,85218,2,85,16,37276297010690,2010,2,2010,42535053010690,42535036010690,1,1,10.7,1,44.485337,-115.521434,127.4256,26,0,NA,0,NA,0,NA,595,186.898,80,184,1,NA,6.018046,NA,90011,0,NA,NA,NA,413,3,0,0
16_2_85_82400_1_2,16_2_85_82400,101,82400,1,85,16,5398212010690,2005,2,2005,5398225010690,5398215010690,1,1,8.1,1,44.874199,-115.349954,109.3581,26,0,NA,NA,NA,NA,NA,700,231.1921,30,268,1,NA,6.018046,NA,90002,26000,0,NA,NA,412,35,20,0.5714285714285714
16_2_85_81965_2_7,16_2_85_81965,101,81965,2,85,16,4737640010690,2004,2,2004,4737655010690,4737643010690,1,2,7.2,1,44.78415,-115.23371,18.6609,33,32,2001,0,NA,NA,NA,735,31.6099,33,201,1,NA,6.018046,NA,NA,NA,NA,NA,NA,413,7,7,1
16_2_39_81348_1_2,16_2_39_81348,101,81348,1,39,16,35371653010690,2009,2,2009,39515864010690,39515854010690,1,2,15.3,1,43.749244,-115.322246,102.2851,17,12,2008,0,NA,NA,NA,735,231.9276,56,270,1,NA,6.018046,NA,NA,NA,NA,NA,NA,402,18,5,0.2777777777777778
16_2_85_81722_3_12,16_2_85_81722,101,81722,3,85,16,4737460010690,2004,2,2004,4737508010690,4737463010690,1,1,13,1,44.789922,-115.740918,150.2172,28,0,NA,NA,NA,NA,NA,735,299.5602,20,288,1,NA,6.018046,NA,90005,0,NA,NA,NA,412,9,0,0
16_3_37_80464_3_4,16_3_37_80464,101,80464,3,37,16,12275835010690,2007,2,2007,12275857010690,12275838010690,1,2,10.6,1,44.433558,-114.457052,23.1314,21,46,9999,0,NA,NA,NA,735,52.9185,65,72,1,NA,6.018046,NA,NA,NA,NA,NA,NA,413,8,8,1
16_3_37_81734_1_1,16_3_37_81734,101,81734,1,37,16,31360099010690,2008,2,2008,31360111010690,31360102010690,1,2,15.5,1,43.816243,-113.741863,33.1139,NA,10,9999,0,NA,NA,NA,470,51.9922,61,102,1,NA,6.018046,NA,NA,NA,NA,NA,NA,413,11,6,0.5454545454545454
16_3_37_81734_1_2,16_3_37_81734,101,81734,1,37,16,31360099010690,2008,2,2008,31360112010690,31360102010690,1,2,5.2,1,43.816243,-113.741863,33.1139,NA,10,9999,0,NA,NA,NA,470,51.9922,61,102,1,NA,6.018046,NA,NA,NA,NA,NA,NA,413,11,6,0.5454545454545454
16_3_37_82096_1_1,16_3_37_82096,101,82096,1,37,16,37275745010690,2010,2,2010,42508912010690,42508905010690,1,1,8.5,1,44.324587,-114.867309,68.6662,70,12,9999,0,NA,0,NA,595,97.5168,76,151,1,NA,6.018046,NA,90002,90011,0,NA,NA,413,1,0,0
16_3_37_83001_2_2,16_3_37_83001,101,83001,2,37,16,40390073010690,2012,2,2012,195362754020004,195362740020004,1,2,9,1,43.678497,-113.914108,11.2157,NA,0,NA,0,NA,0,NA,470,24.2062,32,223,1,NA,6.018046,NA,NA,NA,NA,NA,NA,413,12,4,0.3333333333333333
16_3_37_83001_2_3,16_3_37_83001,101,83001,2,37,16,40390073010690,2012,2,2012,195362755020004,195362740020004,1,2,5,1,43.678497,-113.914108,11.2157,NA,0,NA,0,NA,0,NA,470,24.2062,32,223,1,NA,6.018046,NA,NA,NA,NA,NA,NA,413,12,4,0.3333333333333333
16_3_37_83112_1_7,16_3_37_83112,101,83112,1,37,16,40389953010690,2011,2,2011,51037488020004,51037470020004,1,2,8.3,1,44.591746,-114.669734,88.2497,23,0,NA,0,NA,0,NA,470,155.569,47,268,1,NA,6.018046,NA,NA,NA,NA,NA,NA,413,26,15,0.5769230769230769
16_3_37_83112_3_4,16_3_37_83112,101,83112,3,37,16,40389953010690,2011,2,2011,51037515020004,51037470020004,1,2,21.9,1,44.591746,-114.669734,88.2497,23,0,NA,0,NA,0,NA,470,155.569,47,268,1,NA,6.018046,NA,NA,NA,NA,NA,NA,413,26,15,0.5769230769230769
16_3_37_83911_1_4,16_3_37_83911,101,83911,1,37,16,35371567010690,2009,2,2009,39514471010690,39514459010690,1,1,7.1,1,44.375462,-115.175703,118.7419,33,10,9999,0,NA,NA,NA,595,236.0023,48,292,1,NA,6.018046,NA,11000,90008,0,NA,NA,413,9,3,0.3333333333333333
16_3_37_85270_3_2,16_3_37_85270,101,85270,3,37,16,35371617010690,2009,2,2009,39514734010690,39514700010690,1,1,5.6,1,43.951624,-114.382878,66.1504,22,10,9999,0,NA,NA,NA,735,135.2034,5,92,1,NA,6.018046,NA,0,NA,NA,NA,NA,413,22,10,0.45454545454545453
16_3_37_85270_4_1,16_3_37_85270,101,85270,4,37,16,35371617010690,2009,2,2009,39514739010690,39514700010690,1,1,5.1,1,43.951624,-114.382878,66.1504,22,10,9999,0,NA,NA,NA,735,135.2034,5,92,1,NA,6.018046,NA,0,NA,NA,NA,NA,413,22,10,0.45454545454545453
16_3_37_85424_2_22,16_3_37_85424,101,85424,2,37,16,40390089010690,2013,2,2013,273507179489998,273507148489998,2,2,8.4,1,44.06306,-114.401609,141.6616,39,10,9999,0,NA,0,NA,595,221.8703,57,299,0.25,NA,6.018046,NA,NA,NA,NA,NA,NA,NA,18,16,0.8888888888888888
16_3_37_86939_3_5,16_3_37_86939,101,86939,3,37,16,4724556010690,2004,2,2004,4724579010690,4724559010690,1,1,12.2,1,44.360283,-114.365018,67.65,NA,0,NA,NA,NA,NA,NA,470,133.367,27,248,1,NA,6.018046,NA,90005,0,NA,NA,NA,413,23,3,0.13043478260869565
16_3_37_87786_3_3,16_3_37_87786,101,87786,3,37,16,40390065010690,2012,2,2012,195362689020004,195362672020004,1,1,8.5,1,43.863802,-113.743922,87.5807,NA,10,9999,22,9999,92,9999,470,152.7955,48,268,1,NA,6.018046,NA,90001,0,NA,NA,NA,413,21,3,0.14285714285714285
16_3_37_88329_1_6,16_3_37_88329,101,88329,1,37,16,40390058010690,2013,2,2013,273505114489998,273505100489998,1,1,1.1,1,43.909735,-114.382399,62.1115,20,0,NA,0,NA,0,NA,470,138.1009,53,45,1,NA,74.965282,NA,NA,NA,NA,NA,NA,413,22,3,0.13636363636363635
16_3_59_81107_1_1,16_3_59_81107,101,81107,1,59,16,31368181010690,2008,2,2008,31368193010690,31368184010690,1,1,8.6,1,45.302278,-113.74565,127.659,28,0,NA,NA,NA,NA,NA,700,285.4551,55,242,1,NA,6.018046,NA,0,NA,NA,NA,NA,413,12,7,0.5833333333333334
16_3_59_81301_3_19,16_3_59_81301,101,81301,3,59,16,11806755010690,2006,2,2006,11806799010690,11806758010690,1,2,12.3,1,44.63952,-113.13768,90.7923,NA,0,NA,NA,NA,NA,NA,470,156.6168,35,75,1,NA,6.018046,NA,NA,NA,NA,NA,NA,413,36,16,0.4444444444444444
16_3_59_81301_3_8,16_3_59_81301,101,81301,3,59,16,11806755010690,2006,2,2006,11806788010690,11806758010690,1,2,7.3,1,44.63952,-113.13768,90.7923,NA,0,NA,NA,NA,NA,NA,470,156.6168,35,75,1,NA,6.018046,NA,NA,NA,NA,NA,NA,413,36,16,0.4444444444444444
16_3_59_81871_2_8,16_3_59_81871,101,81871,2,59,16,11806862010690,2006,2,2006,11806895010690,11806865010690,1,1,7,1,44.804974,-113.849215,91.5339,32,0,NA,NA,NA,NA,NA,735,196.1199,55,12,1,NA,6.018046,NA,0,NA,NA,NA,NA,413,15,7,0.4666666666666667
16_3_59_81873_1_17,16_3_59_81873,101,81873,1,59,16,40390791010690,2011,2,2011,51051439020004,51051413020004,1,2,8.2,1,44.715291,-113.845525,68.69,20,0,NA,0,NA,0,NA,735,125.7224,13,356,1,NA,6.018046,NA,NA,NA,NA,NA,NA,413,38,30,0.7894736842105263
16_3_59_81873_2_10,16_3_59_81873,101,81873,2,59,16,40390791010690,2011,2,2011,51051455020004,51051413020004,1,2,12.2,1,44.715291,-113.845525,68.69,20,0,NA,0,NA,0,NA,735,125.7224,13,356,1,NA,6.018046,NA,NA,NA,NA,NA,NA,413,38,30,0.7894736842105263
16_3_37_87786_3_1,16_3_37_87786,101,87786,3,37,16,40390065010690,2012,2,2012,195362687020004,195362672020004,1,1,8.5,1,43.863802,-113.743922,87.5807,NA,10,9999,22,9999,92,9999,470,152.7955,48,268,1,NA,6.018046,NA,0,NA,NA,NA,NA,413,21,3,0.14285714285714285
16_3_37_87786_4_1,16_3_37_87786,101,87786,4,37,16,40390065010690,2012,2,2012,195362695020004,195362672020004,1,1,14.4,1,43.863802,-113.743922,87.5807,NA,10,9999,22,9999,92,9999,470,152.7955,48,268,1,NA,6.018046,NA,0,NA,NA,NA,NA,413,21,3,0.14285714285714285
16_3_59_81301_3_9,16_3_59_81301,101,81301,3,59,16,11806755010690,2006,2,2006,11806789010690,11806758010690,1,2,7.8,1,44.63952,-113.13768,90.7923,NA,0,NA,NA,NA,NA,NA,470,156.6168,35,75,1,NA,6.018046,NA,NA,NA,NA,NA,NA,413,36,16,0.4444444444444444
16_3_59_81871_2_18,16_3_59_81871,101,81871,2,59,16,11806862010690,2006,2,2006,11806905010690,11806865010690,1,2,14.9,1,44.804974,-113.849215,91.5339,32,0,NA,NA,NA,NA,NA,735,196.1199,55,12,1,NA,6.018046,NA,NA,NA,NA,NA,NA,413,15,7,0.4666666666666667
16_3_25_84196_2_1,16_3_25_84196,101,84196,2,25,16,35371320010690,2009,2,2009,39511428010690,39511418010690,1,1,6.7,1,43.742174,-114.828918,54.234,32,0,NA,NA,NA,NA,NA,735,121.7335,0,0,1,NA,6.018046,NA,0,NA,NA,NA,NA,414,1,0,0
16_3_37_85505_3_5,16_3_37_85505,101,85505,3,37,16,31361027010690,2008,2,2011,50634523020004,50634510020004,2,2,16.5,1,43.995243,-114.385152,3.9715,18,22,9999,0,NA,0,NA,735,9.249,60,20,0.25,NA,6.018046,NA,NA,NA,NA,NA,NA,413,12,12,1
16_3_59_81111_4_4,16_3_59_81111,101,81111,4,59,16,4731770010690,2004,2,2004,4731806010690,4731773010690,1,1,5.7,1,45.131131,-114.577975,42.9409,21,50,9999,0,NA,NA,NA,470,87.523,31,319,1,NA,6.018046,NA,0,NA,NA,NA,NA,413,19,7,0.3684210526315789
16_3_59_81871_4_9,16_3_59_81871,101,81871,4,59,16,11806862010690,2006,2,2006,11806933010690,11806865010690,1,2,8,1,44.804974,-113.849215,91.5339,32,0,NA,NA,NA,NA,NA,735,196.1199,55,12,1,NA,6.018046,NA,NA,NA,NA,NA,NA,413,15,7,0.4666666666666667
16_3_59_81873_1_6,16_3_59_81873,101,81873,1,59,16,40390791010690,2011,2,2011,51051428020004,51051413020004,1,2,8.5,1,44.715291,-113.845525,68.69,20,0,NA,0,NA,0,NA,735,125.7224,13,356,1,NA,6.018046,NA,NA,NA,NA,NA,NA,413,38,30,0.7894736842105263
16_3_59_82847_2_21,16_3_59_82847,101,82847,2,59,16,11807205010690,2006,2,2006,11807242010690,11807208010690,1,2,6.1,1,44.535761,-113.638923,113.281,22,0,NA,NA,NA,NA,NA,470,192.7725,50,281,1,NA,6.018046,NA,NA,NA,NA,NA,NA,413,57,31,0.543859649122807
16_3_59_82847_4_19,16_3_59_82847,101,82847,4,59,16,11807205010690,2006,2,2006,11807278010690,11807208010690,1,1,8.5,1,44.535761,-113.638923,113.281,22,0,NA,NA,NA,NA,NA,470,192.7725,50,281,1,NA,6.018046,NA,0,NA,NA,NA,NA,413,57,31,0.543859649122807
16_3_59_82847_4_2,16_3_59_82847,101,82847,4,59,16,11807205010690,2006,2,2006,11807261010690,11807208010690,1,1,10.4,1,44.535761,-113.638923,113.281,22,0,NA,NA,NA,NA,NA,470,192.7725,50,281,1,NA,6.018046,NA,90006,90005,0,NA,NA,413,57,31,0.543859649122807
16_3_59_82847_4_21,16_3_59_82847,101,82847,4,59,16,11807205010690,2006,2,2006,11807280010690,11807208010690,1,2,5.8,1,44.535761,-113.638923,113.281,22,0,NA,NA,NA,NA,NA,470,192.7725,50,281,1,NA,6.018046,NA,NA,NA,NA,NA,NA,413,57,31,0.543859649122807
16_3_59_82847_4_3,16_3_59_82847,101,82847,4,59,16,11807205010690,2006,2,2006,11807262010690,11807208010690,1,2,7.4,1,44.535761,-113.638923,113.281,22,0,NA,NA,NA,NA,NA,470,192.7725,50,281,1,NA,6.018046,NA,NA,NA,NA,NA,NA,413,57,31,0.543859649122807
16_3_59_83083_1_1,16_3_59_83083,101,83083,1,59,16,4731996010690,2004,2,2004,4732008010690,4731999010690,1,2,5.4,1,44.633022,-114.545347,117.7134,31,0,NA,NA,NA,NA,NA,595,245.025,47,277,1,NA,6.018046,NA,NA,NA,NA,NA,NA,413,42,20,0.47619047619047616
16_3_59_83083_3_11,16_3_59_83083,101,83083,3,59,16,4731996010690,2004,2,2004,4732051010690,4731999010690,1,2,5.6,1,44.633022,-114.545347,117.7134,31,0,NA,NA,NA,NA,NA,595,245.025,47,277,1,NA,6.018046,NA,NA,NA,NA,NA,NA,413,42,20,0.47619047619047616
