TREE_COMPOSITE_ID,PLOT_COMPOSITE_ID,SPCD,PLOT,SUBP,COUNTYCD,STATECD,PLT_CN,INVYR,CYCLE,MEASYEAR,TREE_CN,COND_CN,CONDID,STATUSCD,DIA,COND_STATUS_CD,LAT,LON,BALIVE,SICOND,DSTRBCD1,DSTRBYR1,DSTRBCD2,DSTRBYR2,DSTRBCD3,DSTRBYR3,SDIMAX_RMRS,SDI_RMRS,SLOPE,ASPECT,CONDPROP_UNADJ,RECONCILECD,TPA_UNADJ,MORTYR,DAMAGE_AGENT_CD1,DAMAGE_AGENT_CD2,DAMAGE_AGENT_CD3,AGENTCD,PREV_STATUS_CD,ADFORCD,TREESALL,TOTALDEAD,DEADPROP
16_3_59_81871_1_11,16_3_59_81871,101,81871,1,59,16,11806862010690,2006,2,2006,11806884010690,11806865010690,1,1,5.5,1,44.804974,-113.849215,91.5339,32,0,NA,NA,NA,NA,NA,735,196.1199,55,12,1,NA,6.018046,NA,90002,0,NA,NA,NA,413,15,7,0.4666666666666667
16_3_59_81871_4_8,16_3_59_81871,101,81871,4,59,16,11806862010690,2006,2,2006,11806932010690,11806865010690,1,2,9,1,44.804974,-113.849215,91.5339,32,0,NA,NA,NA,NA,NA,735,196.1199,55,12,1,NA,6.018046,NA,NA,NA,NA,NA,NA,413,15,7,0.4666666666666667
16_3_59_81873_2_8,16_3_59_81873,101,81873,2,59,16,40390791010690,2011,2,2011,51051453020004,51051413020004,1,2,11,1,44.715291,-113.845525,68.69,20,0,NA,0,NA,0,NA,735,125.7224,13,356,1,NA,6.018046,NA,NA,NA,NA,NA,NA,413,38,30,0.7894736842105263
16_3_59_81873_3_16,16_3_59_81873,101,81873,3,59,16,40390791010690,2011,2,2011,51051483020004,51051413020004,1,2,13.6,1,44.715291,-113.845525,68.69,20,0,NA,0,NA,0,NA,735,125.7224,13,356,1,NA,6.018046,NA,NA,NA,NA,NA,NA,413,38,30,0.7894736842105263
16_3_59_82511_2_1,16_3_59_82511,101,82511,2,59,16,11807094010690,2006,2,2006,11807111010690,11807097010690,1,1,9.7,1,45.161869,-114.016037,120.0483,24,0,NA,NA,NA,NA,NA,700,248.0327,45,132,1,NA,6.018046,NA,0,NA,NA,NA,NA,413,16,5,0.3125
16_3_59_82847_2_18,16_3_59_82847,101,82847,2,59,16,11807205010690,2006,2,2006,11807239010690,11807208010690,1,2,6.7,1,44.535761,-113.638923,113.281,22,0,NA,NA,NA,NA,NA,470,192.7725,50,281,1,NA,6.018046,NA,NA,NA,NA,NA,NA,413,57,31,0.543859649122807
16_3_59_82847_2_25,16_3_59_82847,101,82847,2,59,16,11807205010690,2006,2,2006,11807246010690,11807208010690,1,2,9.3,1,44.535761,-113.638923,113.281,22,0,NA,NA,NA,NA,NA,470,192.7725,50,281,1,NA,6.018046,NA,NA,NA,NA,NA,NA,413,57,31,0.543859649122807
16_3_59_82847_3_7,16_3_59_82847,101,82847,3,59,16,11807205010690,2006,2,2006,11807255010690,11807208010690,1,2,10.6,1,44.535761,-113.638923,113.281,22,0,NA,NA,NA,NA,NA,470,192.7725,50,281,1,NA,6.018046,NA,NA,NA,NA,NA,NA,413,57,31,0.543859649122807
16_3_59_83083_3_13,16_3_59_83083,101,83083,3,59,16,4731996010690,2004,2,2004,4732053010690,4731999010690,1,2,7.1,1,44.633022,-114.545347,117.7134,31,0,NA,NA,NA,NA,NA,595,245.025,47,277,1,NA,6.018046,1999,NA,NA,NA,10,NA,413,42,20,0.47619047619047616
16_3_59_83083_3_8,16_3_59_83083,101,83083,3,59,16,4731996010690,2004,2,2004,4732049010690,4731999010690,1,2,5.4,1,44.633022,-114.545347,117.7134,31,0,NA,NA,NA,NA,NA,595,245.025,47,277,1,NA,6.018046,1999,NA,NA,NA,10,NA,413,42,20,0.47619047619047616
16_3_59_83296_2_1,16_3_59_83296,101,83296,2,59,16,5392831010690,2005,2,2005,5392857010690,5392834010690,1,1,6.1,1,44.41158,-113.323381,54.7164,NA,0,NA,NA,NA,NA,NA,470,119.8009,44,219,0.958153,NA,6.018046,NA,0,NA,NA,NA,NA,413,31,0,0
16_3_59_84377_1_18,16_3_59_84377,101,84377,1,59,16,40390856010690,2011,2,2011,51052141020004,51052114020004,1,1,10.4,1,44.563591,-113.476645,177.0331,25,0,NA,0,NA,0,NA,670,357.14,68,352,1,NA,6.018046,NA,0,NA,NA,NA,NA,413,33,6,0.18181818181818182
16_3_59_84377_3_14,16_3_59_84377,101,84377,3,59,16,40390856010690,2011,2,2011,51052176020004,51052114020004,1,1,5.7,1,44.563591,-113.476645,177.0331,25,0,NA,0,NA,0,NA,670,357.14,68,352,1,NA,6.018046,NA,0,NA,NA,NA,NA,413,33,6,0.18181818181818182
16_3_59_84377_3_27,16_3_59_84377,101,84377,3,59,16,40390856010690,2011,2,2011,51052189020004,51052114020004,1,1,8.6,1,44.563591,-113.476645,177.0331,25,0,NA,0,NA,0,NA,670,357.14,68,352,1,NA,6.018046,NA,0,NA,NA,NA,NA,413,33,6,0.18181818181818182
16_3_59_84392_2_7,16_3_59_84392,101,84392,2,59,16,40390790010690,2013,2,2013,273515201489998,273515167489998,1,2,5.7,1,44.72238,-114.411735,53.9152,31,10,2009,0,NA,0,NA,735,116.1326,14,343,1,NA,6.018046,2011,NA,NA,NA,10,NA,413,30,25,0.8333333333333334
16_3_59_84392_3_11,16_3_59_84392,101,84392,3,59,16,40390790010690,2013,2,2013,273515218489998,273515167489998,1,1,2.3,1,44.72238,-114.411735,53.9152,31,10,2009,0,NA,0,NA,735,116.1326,14,343,1,NA,74.965282,NA,NA,NA,NA,NA,NA,413,30,25,0.8333333333333334
16_3_59_84392_4_7,16_3_59_84392,101,84392,4,59,16,40390790010690,2013,2,2013,273515223489998,273515167489998,1,2,18.3,1,44.72238,-114.411735,53.9152,31,10,2009,0,NA,0,NA,735,116.1326,14,343,1,NA,6.018046,NA,NA,NA,NA,NA,NA,413,30,25,0.8333333333333334
16_3_59_84491_2_5,16_3_59_84491,101,84491,2,59,16,5393113010690,2005,2,2005,5393144010690,5393116010690,1,1,5.8,1,45.082919,-114.518539,119.1253,38,0,NA,NA,NA,NA,NA,700,253.6445,55,248,1,NA,6.018046,NA,0,NA,NA,NA,NA,413,5,0,0
16_3_59_84491_2_9,16_3_59_84491,101,84491,2,59,16,5393113010690,2005,2,2005,5393147010690,5393116010690,1,1,5,1,45.082919,-114.518539,119.1253,38,0,NA,NA,NA,NA,NA,700,253.6445,55,248,1,NA,6.018046,NA,23023,0,NA,NA,NA,413,5,0,0
16_3_59_84491_3_12,16_3_59_84491,101,84491,3,59,16,5393113010690,2005,2,2005,5393160010690,5393116010690,1,1,10.2,1,45.082919,-114.518539,119.1253,38,0,NA,NA,NA,NA,NA,700,253.6445,55,248,1,NA,6.018046,NA,0,NA,NA,NA,NA,413,5,0,0
16_3_59_84798_1_10,16_3_59_84798,101,84798,1,59,16,12283771010690,2007,2,2007,12283792010690,12283774010690,1,1,6.5,1,44.565369,-113.616249,53.1952,NA,0,NA,NA,NA,NA,NA,470,85.0173,48,226,1,NA,6.018046,NA,50013,0,NA,NA,NA,413,27,17,0.6296296296296297
16_3_59_84907_4_21,16_3_59_84907,101,84907,4,59,16,12283943010690,2007,2,2007,12283997010690,12283946010690,1,2,6.8,1,45.437436,-113.815373,55.5568,22,0,NA,NA,NA,NA,NA,470,120.9008,50,147,1,NA,6.018046,NA,NA,NA,NA,NA,NA,413,36,15,0.4166666666666667
16_3_37_81139_2_8,16_3_37_81139,101,81139,2,37,16,40389976010690,2011,2,2012,51038173020004,51038134020004,1,2,10.4,1,44.4192,-114.689695,134.8407,36,10,9999,0,NA,0,NA,595,252.211,38,241,1,NA,6.018046,NA,NA,NA,NA,NA,NA,413,28,27,0.9642857142857143
16_3_59_80760_3_8,16_3_59_80760,101,80760,3,59,16,40390796010690,2012,2,2012,195374238020004,195374207020004,1,2,11,1,44.676841,-114.478766,3.296,NA,30,2007,0,NA,0,NA,735,6.8828,60,290,1,NA,6.018046,2007,NA,NA,NA,30,NA,413,13,12,0.9230769230769231
16_3_59_81871_4_6,16_3_59_81871,101,81871,4,59,16,11806862010690,2006,2,2006,11806930010690,11806865010690,1,2,5.7,1,44.804974,-113.849215,91.5339,32,0,NA,NA,NA,NA,NA,735,196.1199,55,12,1,NA,6.018046,NA,NA,NA,NA,NA,NA,413,15,7,0.4666666666666667
16_3_59_81873_2_18,16_3_59_81873,101,81873,2,59,16,40390791010690,2011,2,2011,51051463020004,51051413020004,1,2,9.7,1,44.715291,-113.845525,68.69,20,0,NA,0,NA,0,NA,735,125.7224,13,356,1,NA,6.018046,NA,NA,NA,NA,NA,NA,413,38,30,0.7894736842105263
16_3_59_83296_4_2,16_3_59_83296,101,83296,4,59,16,5392831010690,2005,2,2005,5392872010690,5392834010690,1,1,5.7,1,44.41158,-113.323381,54.7164,NA,0,NA,NA,NA,NA,NA,470,119.8009,44,219,0.958153,NA,6.018046,NA,0,NA,NA,NA,NA,413,31,0,0
16_3_37_82809_3_6,16_3_37_82809,101,82809,3,37,16,11799233010690,2006,2,2006,11799279010690,11799236010690,1,1,8.8,1,44.455685,-114.804623,87.3083,21,10,2003,0,NA,NA,NA,670,203.7064,45,356,1,NA,6.018046,NA,0,NA,NA,NA,NA,413,16,2,0.125
16_3_37_85424_2_8,16_3_37_85424,101,85424,2,37,16,40390089010690,2013,2,2013,273507165489998,273507148489998,2,2,10.1,1,44.06306,-114.401609,141.6616,39,10,9999,0,NA,0,NA,595,221.8703,57,299,0.25,NA,6.018046,NA,NA,NA,NA,NA,NA,NA,18,16,0.8888888888888888
16_3_59_83083_1_7,16_3_59_83083,101,83083,1,59,16,4731996010690,2004,2,2004,4732012010690,4731999010690,1,2,5.9,1,44.633022,-114.545347,117.7134,31,0,NA,NA,NA,NA,NA,595,245.025,47,277,1,NA,6.018046,NA,NA,NA,NA,NA,NA,413,42,20,0.47619047619047616
16_3_59_84377_3_13,16_3_59_84377,101,84377,3,59,16,40390856010690,2011,2,2011,51052175020004,51052114020004,1,2,6.6,1,44.563591,-113.476645,177.0331,25,0,NA,0,NA,0,NA,670,357.14,68,352,1,NA,6.018046,NA,NA,NA,NA,NA,NA,413,33,6,0.18181818181818182
16_3_59_85418_3_8,16_3_59_85418,101,85418,3,59,16,11807524010690,2006,2,2006,11807553010690,11807527010690,1,1,7.8,1,44.635894,-114.485575,122.08,25,0,NA,NA,NA,NA,NA,470,196.6611,60,125,1,NA,6.018046,NA,90011,0,NA,NA,NA,413,14,2,0.14285714285714285
16_3_59_85594_3_13,16_3_59_85594,101,85594,3,59,16,12284183010690,2007,2,2007,12284245010690,12284186010690,1,2,6.6,1,44.726163,-113.665344,128.4529,27,0,NA,NA,NA,NA,NA,735,260.5489,28,256,1,NA,6.018046,NA,NA,NA,NA,NA,NA,413,39,18,0.46153846153846156
16_3_59_85647_1_13,16_3_59_85647,101,85647,1,59,16,4732357010690,2004,2,2004,4732381010690,4732360010690,1,1,7.9,1,44.549516,-113.397466,104.5663,NA,0,NA,NA,NA,NA,NA,595,168.9303,34,250,1,NA,6.018046,NA,0,NA,NA,NA,NA,413,1,0,0
16_3_37_81961_4_1,16_3_37_81961,101,81961,4,37,16,12276119010690,2007,2,2007,12276141010690,12276122010690,1,2,9,1,44.414502,-114.807838,12.5926,12,30,2006,10,2004,0,NA,735,23.6922,70,100,1,NA,6.018046,2006,NA,NA,NA,30,NA,413,3,2,0.6666666666666666
16_3_37_82832_3_13,16_3_37_82832,101,82832,3,37,16,11799299010690,2006,2,2006,11799349010690,11799302010690,1,2,5.5,1,44.326768,-114.989613,81.3794,25,0,NA,NA,NA,NA,NA,700,165.3771,15,128,1,NA,6.018046,2005,NA,NA,NA,10,NA,413,10,9,0.9
16_3_37_85857_2_11,16_3_37_85857,101,85857,2,37,16,40390067010690,2011,2,2011,51039385020004,51039365020004,1,2,13,1,43.756992,-113.987724,31.997,NA,12,9999,0,NA,0,NA,470,64.9301,42,180,0.75,NA,6.018046,2008,NA,NA,NA,10,NA,413,31,22,0.7096774193548387
16_3_37_85857_3_3,16_3_37_85857,101,85857,3,37,16,40390067010690,2011,2,2011,51039392020004,51039365020004,1,2,6.9,1,43.756992,-113.987724,31.997,NA,12,9999,0,NA,0,NA,470,64.9301,42,180,0.75,NA,6.018046,2008,NA,NA,NA,10,NA,413,31,22,0.7096774193548387
16_3_37_87478_4_1,16_3_37_87478,101,87478,4,37,16,40390055010690,2013,2,2014,325208611489998,325208597489998,1,1,6.6,1,43.960383,-113.55995,54.1547,29,0,NA,0,NA,0,NA,470,71.688,67,237,1,NA,6.018046,NA,0,NA,NA,NA,NA,413,6,2,0.3333333333333333
16_3_59_80303_2_9,16_3_59_80303,101,80303,2,59,16,11806586010690,2006,2,2008,31342633010690,11806588010690,1,2,9.5,1,44.814151,-114.663375,80.8991,22,31,2007,0,NA,NA,NA,470,162.4724,39,282,1,NA,6.018046,2007,NA,NA,NA,30,NA,413,57,28,0.49122807017543857
16_3_59_80303_3_20,16_3_59_80303,101,80303,3,59,16,11806586010690,2006,2,2008,31342662010690,11806588010690,1,2,8.4,1,44.814151,-114.663375,80.8991,22,31,2007,0,NA,NA,NA,470,162.4724,39,282,1,NA,6.018046,2007,NA,NA,NA,30,NA,413,57,28,0.49122807017543857
16_3_59_80303_4_5,16_3_59_80303,101,80303,4,59,16,11806586010690,2006,2,2008,31342669010690,11806588010690,1,2,5.1,1,44.814151,-114.663375,80.8991,22,31,2007,0,NA,NA,NA,470,162.4724,39,282,1,NA,6.018046,2007,NA,NA,NA,30,NA,413,57,28,0.49122807017543857
16_3_59_80383_3_12,16_3_59_80383,101,80383,3,59,16,5392508010690,2005,2,2005,5392545010690,5392511010690,1,2,8,1,44.582935,-113.521399,79.9772,18,0,NA,NA,NA,NA,NA,470,140.5932,59,88,0.75,NA,6.018046,NA,NA,NA,NA,NA,NA,413,33,20,0.6060606060606061
16_3_59_80383_3_5,16_3_59_80383,101,80383,3,59,16,5392508010690,2005,2,2005,5392538010690,5392511010690,1,2,10.8,1,44.582935,-113.521399,79.9772,18,0,NA,NA,NA,NA,NA,470,140.5932,59,88,0.75,NA,6.018046,NA,NA,NA,NA,NA,NA,413,33,20,0.6060606060606061
16_3_37_85562_4_1,16_3_37_85562,101,85562,4,37,16,11799707010690,2006,2,2006,11799750010690,11799710010690,1,2,39,1,44.136276,-114.804649,127.8837,26,0,NA,NA,NA,NA,NA,470,207.6685,47,116,1,NA,6.018046,2003,NA,NA,NA,30,NA,414,18,3,0.16666666666666666
16_3_59_80303_2_8,16_3_59_80303,101,80303,2,59,16,11806586010690,2006,2,2008,31342632010690,11806588010690,1,2,5.2,1,44.814151,-114.663375,80.8991,22,31,2007,0,NA,NA,NA,470,162.4724,39,282,1,NA,NA,2007,NA,NA,NA,30,NA,413,57,28,0.49122807017543857
16_3_59_80383_3_7,16_3_59_80383,101,80383,3,59,16,5392508010690,2005,2,2005,5392540010690,5392511010690,1,2,7.5,1,44.582935,-113.521399,79.9772,18,0,NA,NA,NA,NA,NA,470,140.5932,59,88,0.75,NA,6.018046,NA,NA,NA,NA,NA,NA,413,33,20,0.6060606060606061
16_3_37_81734_2_1,16_3_37_81734,101,81734,2,37,16,31360099010690,2008,2,2008,31360116010690,31360102010690,1,1,18.2,1,43.816243,-113.741863,33.1139,NA,10,9999,0,NA,NA,NA,470,51.9922,61,102,1,NA,6.018046,NA,90006,90008,10000,NA,NA,413,11,6,0.5454545454545454
16_3_37_84000_2_27,16_3_37_84000,101,84000,2,37,16,31360528010690,2008,2,2008,31360581010690,31360531010690,1,2,6.2,1,44.632451,-114.421818,175.4399,25,10,9999,0,NA,NA,NA,670,332.1198,63,356,0.5,NA,6.018046,2006,NA,NA,NA,10,NA,413,21,2,0.09523809523809523
16_3_59_84128_1_18,16_3_59_84128,101,84128,1,59,16,12283667010690,2007,2,2008,31349396010690,12283669010690,1,2,8.6,1,44.715715,-114.595441,74.5415,36,0,NA,NA,NA,NA,NA,595,152.2014,61,64,0.75,NA,6.018046,NA,NA,NA,NA,NA,NA,413,11,8,0.7272727272727273
16_3_59_84377_3_6,16_3_59_84377,101,84377,3,59,16,40390856010690,2011,2,2011,51052168020004,51052114020004,1,2,6.2,1,44.563591,-113.476645,177.0331,25,0,NA,0,NA,0,NA,670,357.14,68,352,1,NA,6.018046,NA,NA,NA,NA,NA,NA,413,33,6,0.18181818181818182
16_3_59_84907_1_3,16_3_59_84907,101,84907,1,59,16,12283943010690,2007,2,2007,12283957010690,12283946010690,1,1,7.7,1,45.437436,-113.815373,55.5568,22,0,NA,NA,NA,NA,NA,470,120.9008,50,147,1,NA,6.018046,NA,0,NA,NA,NA,NA,413,36,15,0.4166666666666667
16_3_37_83112_1_25,16_3_37_83112,101,83112,1,37,16,40389953010690,2011,2,2011,51037504020004,51037470020004,1,2,16.8,1,44.591746,-114.669734,88.2497,23,0,NA,0,NA,0,NA,470,155.569,47,268,1,NA,6.018046,NA,NA,NA,NA,NA,NA,413,26,15,0.5769230769230769
16_3_59_86068_2_9,16_3_59_86068,101,86068,2,59,16,40390792010690,2013,2,2013,273523040489998,273523015489998,1,1,6.7,1,44.716882,-113.778057,69.1539,26,0,NA,0,NA,0,NA,595,120.5827,63,180,1,NA,6.018046,NA,0,NA,NA,NA,NA,413,16,3,0.1875
16_3_59_87303_1_16,16_3_59_87303,101,87303,1,59,16,4732557010690,2004,2,2004,4732584010690,4732560010690,1,1,7.3,1,44.52747,-113.05262,182.7045,25,0,NA,NA,NA,NA,NA,670,339.1854,41,338,1,NA,6.018046,NA,90011,0,NA,NA,NA,413,39,14,0.358974358974359
16_3_59_88619_4_8,16_3_59_88619,101,88619,4,59,16,31369405010690,2008,2,2008,31369445010690,31369408010690,1,2,5.9,1,45.126319,-114.452293,0,43,0,NA,NA,NA,NA,NA,595,0,45,288,1,NA,NA,2002,NA,NA,NA,30,NA,413,10,10,1
16_3_59_88821_3_2,16_3_59_88821,101,88821,3,59,16,4733036010690,2004,2,2004,4733052010690,4733039010690,1,1,5.5,1,44.802738,-113.915379,13.9287,29,0,NA,NA,NA,NA,NA,595,30.8919,53,204,1,NA,6.018046,NA,0,NA,NA,NA,NA,413,6,1,0.16666666666666666
16_1_21_82811_3_24,16_1_21_82811,101,82811,3,21,16,31356205010690,2008,2,2008,31356263010690,31356208010690,1,1,5.8,1,48.858076,-116.615494,145.7708,28,0,NA,NA,NA,NA,NA,735,311.1641,70,252,1,NA,6.018046,NA,90002,0,NA,NA,NA,104,14,8,0.5714285714285714
16_1_21_82811_4_10,16_1_21_82811,101,82811,4,21,16,31356205010690,2008,2,2008,31356274010690,31356208010690,1,2,5.2,1,48.858076,-116.615494,145.7708,28,0,NA,NA,NA,NA,NA,735,311.1641,70,252,1,NA,6.018046,NA,NA,NA,NA,NA,NA,104,14,8,0.5714285714285714
16_1_21_82811_4_15,16_1_21_82811,101,82811,4,21,16,31356205010690,2008,2,2008,31356279010690,31356208010690,1,2,10.2,1,48.858076,-116.615494,145.7708,28,0,NA,NA,NA,NA,NA,735,311.1641,70,252,1,NA,6.018046,NA,NA,NA,NA,NA,NA,104,14,8,0.5714285714285714
16_1_35_81018_3_17,16_1_35_81018,101,81018,3,35,16,5382377010690,2005,2,2005,5382415010690,5382380010690,1,2,5.9,1,46.667174,-114.776673,93.3793,19,0,NA,NA,NA,NA,NA,670,195.6272,65,242,1,NA,6.018046,NA,NA,NA,NA,NA,NA,105,14,3,0.21428571428571427
16_1_49_81036_4_30,16_1_49_81036,101,81036,4,49,16,40390560010690,2012,2,2012,195370918020004,195370844020004,1,1,1.4,1,45.932262,-115.029978,65.4292,20,30,2008,0,NA,0,NA,735,134.8754,72,262,1,NA,74.965282,NA,NA,NA,NA,NA,NA,117,7,3,0.42857142857142855
16_1_49_82376_4_2,16_1_49_82376,101,82376,4,49,16,31363815010690,2008,2,2008,31363847010690,31363818010690,1,2,8.7,1,45.272203,-114.772822,5.0497,35,30,2007,0,NA,NA,NA,670,9.6725,15,20,1,NA,6.018046,NA,NA,NA,NA,NA,NA,413,6,6,1
16_1_49_82678_3_27,16_1_49_82678,101,82678,3,49,16,4727300010690,2004,2,2004,4727337010690,4727304010690,2,1,2.9,1,45.316551,-114.761548,162.7345,24,0,NA,NA,NA,NA,NA,470,418.7484,29,78,0.472131,NA,74.965282,NA,NA,NA,NA,NA,NA,413,44,1,0.022727272727272728
16_1_49_83199_1_10,16_1_49_83199,101,83199,1,49,16,5387840010690,2005,2,2008,31336089010690,5387842010690,1,2,12.6,1,45.541364,-114.76671,164.8794,30,0,NA,NA,NA,NA,NA,670,299.4288,53,350,1,NA,6.018046,NA,NA,NA,NA,NA,NA,103,17,14,0.8235294117647058
16_1_49_85778_3_10,16_1_49_85778,101,85778,3,49,16,40390331010690,2013,2,2013,273521446489998,273521421489998,1,2,11.9,1,46.352467,-114.860435,70.3907,44,0,NA,0,NA,0,NA,670,127.0501,96,319,0.75,NA,6.018046,NA,NA,NA,NA,NA,NA,105,3,3,1
16_1_49_87050_3_10,16_1_49_87050,101,87050,3,49,16,12281099010690,2007,2,2008,31348678010690,31348664010690,2,1,9.9,1,45.226116,-114.831087,164.0269,48,0,NA,95,2005,0,NA,670,293.4125,38,40,0.25,NA,6.018046,NA,0,NA,NA,NA,NA,413,2,1,0.5
16_1_49_84504_3_1,16_1_49_84504,101,84504,3,49,16,31364739010690,2008,2,2008,31364766010690,31364743010690,2,1,6.4,1,45.375128,-116.504226,18.7014,20,0,NA,NA,NA,NA,NA,735,34.0078,33,50,0.320424,NA,6.018046,NA,0,NA,NA,NA,NA,616,14,12,0.8571428571428571
16_1_49_85343_2_14,16_1_49_85343,101,85343,2,49,16,31365027010690,2008,2,2008,31365073010690,31365030010690,1,2,7.3,1,45.602887,-114.785483,73.8544,22,22,9999,0,NA,NA,NA,470,156.5419,35,317,1,NA,6.018046,NA,NA,NA,NA,NA,NA,103,42,25,0.5952380952380952
16_1_49_85343_2_16,16_1_49_85343,101,85343,2,49,16,31365027010690,2008,2,2008,31365075010690,31365030010690,1,2,7.5,1,45.602887,-114.785483,73.8544,22,22,9999,0,NA,NA,NA,470,156.5419,35,317,1,NA,6.018046,2003,NA,NA,NA,20,NA,103,42,25,0.5952380952380952
16_1_49_88115_3_6,16_1_49_88115,101,88115,3,49,16,11804947010690,2006,2,2006,11804977010690,11804950010690,1,2,11.2,1,46.123153,-114.536203,75.3376,25,0,NA,NA,NA,NA,NA,735,129.539,80,230,1,NA,6.018046,NA,NA,NA,NA,NA,NA,117,15,11,0.7333333333333333
16_1_49_82678_3_2,16_1_49_82678,101,82678,3,49,16,4727300010690,2004,2,2004,4727319010690,4727304010690,2,1,6.8,1,45.316551,-114.761548,162.7345,24,0,NA,NA,NA,NA,NA,470,418.7484,29,78,0.472131,NA,6.018046,NA,0,NA,NA,NA,NA,413,44,1,0.022727272727272728
16_1_49_83333_2_5,16_1_49_83333,101,83333,2,49,16,40390482010690,2011,2,2011,51045007020004,51044992020004,1,2,10,1,45.562155,-115.713735,16.4903,37,0,NA,0,NA,0,NA,670,26.5606,100,140,1,NA,6.018046,2005,NA,NA,NA,30,NA,117,14,12,0.8571428571428571
16_1_49_82678_3_5,16_1_49_82678,101,82678,3,49,16,4727300010690,2004,2,2004,4727322010690,4727304010690,2,1,5.1,1,45.316551,-114.761548,162.7345,24,0,NA,NA,NA,NA,NA,470,418.7484,29,78,0.472131,NA,6.018046,NA,0,NA,NA,NA,NA,413,44,1,0.022727272727272728
16_1_49_83326_2_1,16_1_49_83326,101,83326,2,49,16,40390325010690,2011,2,2012,272347767489998,272347757489998,1,2,18,1,46.389712,-114.722411,31.0264,24,0,NA,0,NA,0,NA,735,75.3306,132,35,1,NA,6.018046,NA,NA,NA,NA,NA,NA,105,1,1,1
16_1_49_88704_3_1,16_1_49_88704,101,88704,3,49,16,37275901010690,2010,2,2010,42515534010690,42515501010690,1,2,11.1,1,45.805705,-114.556842,63.3075,25,0,NA,0,NA,0,NA,735,136.0573,85,270,1,NA,6.018046,NA,NA,NA,NA,NA,NA,103,18,18,1
16_1_49_88704_3_5,16_1_49_88704,101,88704,3,49,16,37275901010690,2010,2,2010,42515538010690,42515501010690,1,2,8.1,1,45.805705,-114.556842,63.3075,25,0,NA,0,NA,0,NA,735,136.0573,85,270,1,NA,6.018046,NA,NA,NA,NA,NA,NA,103,18,18,1
16_1_49_88887_2_6,16_1_49_88887,101,88887,2,49,16,31366811010690,2008,2,2008,31366842010690,31366814010690,1,2,11.4,1,45.554944,-116.16157,101.6337,35,0,NA,NA,NA,NA,NA,735,205.2667,40,270,1,NA,6.018046,NA,NA,NA,NA,NA,NA,117,14,11,0.7857142857142857
16_1_49_88424_4_24,16_1_49_88424,101,88424,4,49,16,4730060010690,2004,2,2004,4730143010690,4730063010690,1,2,8.5,1,45.625327,-114.568991,169.2691,34,0,NA,NA,NA,NA,NA,735,356.4851,47,270,1,NA,6.018046,NA,NA,NA,NA,NA,NA,103,16,5,0.3125
16_2_15_84876_2_5,16_2_15_84876,101,84876,2,15,16,11792700010690,2006,2,2006,11792722010690,11792703010690,1,1,5,1,44.018868,-115.318587,93.8657,24,12,9999,0,NA,NA,NA,735,183.6625,30,315,1,NA,6.018046,NA,0,NA,NA,NA,NA,402,2,1,0.5
16_2_39_81348_2_13,16_2_39_81348,101,81348,2,39,16,35371653010690,2009,2,2009,39515879010690,39515854010690,1,1,15.1,1,43.749244,-115.322246,102.2851,17,12,2008,0,NA,NA,NA,735,231.9276,56,270,1,NA,6.018046,NA,11006,90005,90011,NA,NA,402,18,5,0.2777777777777778
16_2_39_81348_3_4,16_2_39_81348,101,81348,3,39,16,35371653010690,2009,2,2009,39515888010690,39515854010690,1,1,5.3,1,43.749244,-115.322246,102.2851,17,12,2008,0,NA,NA,NA,735,231.9276,56,270,1,NA,6.018046,NA,0,NA,NA,NA,NA,402,18,5,0.2777777777777778
16_2_39_84938_1_2,16_2_39_84938,101,84938,1,39,16,40390107010690,2012,2,2012,195363290020004,195363282020004,1,2,52.8,1,43.699152,-115.08326,2.4275,29,0,NA,0,NA,0,NA,735,4.7277,65,265,1,NA,6.018046,NA,NA,NA,NA,NA,NA,414,2,2,1
16_2_3_86108_3_1,16_2_3_86108,101,86108,3,3,16,5375875010690,2005,2,2005,5375907010690,5375878010690,1,2,15.2,1,45.202518,-116.559044,67.8769,32,0,NA,NA,NA,NA,NA,735,127.2893,65,35,0.75,NA,6.018046,NA,NA,NA,NA,NA,NA,412,3,2,0.6666666666666666
16_2_85_80134_1_7,16_2_85_80134,101,80134,1,85,16,11812701010690,2006,2,2006,11812716010690,11812704010690,1,2,8.7,1,44.647425,-115.300531,2.5999,44,32,2001,0,NA,NA,NA,700,4.9944,40,106,1,NA,6.018046,2001,NA,NA,NA,30,NA,413,11,11,1
16_2_85_80151_4_2,16_2_85_80151,101,80151,4,85,16,12289101010690,2007,2,2007,12289130010690,12289104010690,1,2,13,1,44.245747,-115.751346,55.2609,36,0,NA,NA,NA,NA,NA,735,91.5379,65,5,1,NA,6.018046,2006,NA,NA,NA,20,NA,402,1,1,1
16_2_85_83466_4_2,16_2_85_83466,101,83466,4,85,16,40391523010690,2013,2,2013,273522596489998,273522563489998,1,2,8.2,1,44.912332,-114.898794,0,NA,0,NA,0,NA,0,NA,700,0,5,357,1,NA,6.018046,2000,NA,NA,NA,30,NA,412,17,17,1
16_2_85_83894_2_12,16_2_85_83894,101,83894,2,85,16,37276276010690,2010,2,2011,50639604020004,50639573020004,1,2,5,1,44.784496,-115.358968,58.9791,43,32,2007,0,NA,0,NA,595,102.9155,70,357,0.75,NA,6.018046,NA,NA,NA,NA,NA,NA,413,7,6,0.8571428571428571
