PLOT,SPCD,STATECD,PLT_CN,INVYR,CYCLE,MEASYEAR,COND_CN,CONDID,STATUSCD,COND_STATUS_CD,LAT,LON,BALIVE,SICOND,DSTRBCD1,DSTRBYR1,DSTRBCD2,DSTRBYR2,DSTRBCD3,DSTRBYR3,SDIMAX_RMRS,SDI_RMRS,SLOPE,ASPECT,CONDPROP_UNADJ,RECONCILECD,TPA_UNADJ,MORTYR,ADFORCD,TREESALL,TOTALDEAD,DEADPROP,INSECT,DISEASE,FIRE,disturbance_type
81069,101,16,11802261010690,2006,2,2006,11802264010690,1,2,1,46.31055,-115.059055,32.4304,47,0,NA,NA,NA,NA,NA,670,56.1354,45,133,1,NA,6.018046,NA,117,2,2,1,0,0,0,None
81079,101,16,11798937010690,2006,2,2006,11798940010690,1,2,1,43.859443,-113.992703,18.718,NA,46,9999,0,NA,NA,NA,470,40.1459,37,238,1,NA,6.018046,NA,413,12,6,0.5,0,0,0,None
81107,101,16,31368181010690,2008,2,2008,31368184010690,1,1,1,45.302278,-113.74565,127.659,28,0,NA,NA,NA,NA,NA,700,285.4551,55,242,1,NA,6.018046,NA,413,12,7,0.5833333333333334,0,0,0,None
81111,101,16,4731770010690,2004,2,2004,4731773010690,1,1,1,45.131131,-114.577975,42.9409,21,50,9999,0,NA,NA,NA,470,87.523,31,319,1,NA,6.018046,NA,413,19,7,0.3684210526315789,0,0,0,None
81122,101,16,40390797010690,2012,2,2012,195374278020004,1,2,1,44.671086,-113.780343,118.1767,30,12,9999,0,NA,0,NA,595,152.9235,60,115,1,NA,6.018046,NA,413,7,6,0.8571428571428571,1,0,0,INSECT
81139,101,16,40389976010690,2011,2,2012,51038134020004,1,2,1,44.4192,-114.689695,134.8407,36,10,9999,0,NA,0,NA,595,252.211,38,241,1,NA,6.018046,NA,413,28,27,0.9642857142857143,1,0,0,INSECT
81145,101,16,40390734010690,2011,2,2011,51049982020004,1,2,1,45.218035,-114.513855,20.4191,25,0,NA,0,NA,0,NA,670,38.0165,0,0,1,NA,6.018046,NA,413,1,1,1,0,0,0,None
81154,101,16,4737407010690,2004,2,2004,4737411010690,2,1,1,44.648168,-115.367742,139.5598,23,0,NA,NA,NA,NA,NA,735,360.8698,40,334,0.25,NA,6.018046,NA,413,11,0,0,0,0,0,None
81168,101,16,31368276010690,2008,2,2008,31368279010690,1,1,1,45.303479,-114.126098,161.5495,42,0,NA,NA,NA,NA,NA,735,292.011,10,53,1,NA,6.018046,NA,413,3,0,0,0,0,0,None
81283,101,16,40390449010690,2011,2,2011,51043974020004,1,2,1,45.721258,-115.075746,76.7531,42,0,NA,0,NA,0,NA,735,174.5327,10,266,1,NA,6.018046,NA,117,4,4,1,0,0,0,None
81301,101,16,11806755010690,2006,2,2006,11806758010690,1,2,1,44.63952,-113.13768,90.7923,NA,0,NA,NA,NA,NA,NA,470,156.6168,35,75,1,NA,6.018046,NA,413,36,16,0.4444444444444444,0,0,0,None
81348,101,16,35371653010690,2009,2,2009,39515854010690,1,1,1,43.749244,-115.322246,102.2851,17,12,2008,0,NA,NA,NA,735,231.9276,56,270,1,NA,6.018046,NA,402,18,5,0.2777777777777778,1,0,0,INSECT
81360,101,16,4726999010690,2004,2,2004,4727002010690,1,2,1,45.278332,-115.593857,60.7073,36,0,NA,NA,NA,NA,NA,735,115.5342,20,202,1,NA,6.018046,NA,412,1,1,1,0,0,0,None
81396,101,16,31353585010690,2008,2,2011,50630523020004,2,1,1,43.693665,-114.582129,122.8572,27,0,NA,0,NA,0,NA,735,314.3876,5,324,0.25,NA,6.018046,NA,414,9,5,0.5555555555555556,0,0,0,None
81426,101,16,40390852010690,2012,2,2012,195375130020004,1,2,1,44.795637,-114.626943,159.1011,24,0,NA,0,NA,0,NA,735,367.3366,57,345,1,NA,6.018046,NA,413,17,17,1,0,0,0,None
81449,101,16,40391525010690,2013,2,2013,273534996489998,1,1,1,44.871125,-115.932284,86.7214,32,0,NA,0,NA,0,NA,735,164.0029,35,62,1,NA,74.965282,NA,412,5,2,0.4,0,0,0,None
81450,101,16,31368397010690,2008,2,2008,31368400010690,1,1,1,45.171693,-113.607904,57.991,23,0,NA,NA,NA,NA,NA,470,117.4944,30,306,0.75,NA,6.018046,NA,413,19,2,0.10526315789473684,0,0,0,None
81459,101,16,11796922010690,2006,2,2006,11796925010690,1,2,1,44.511015,-111.998055,114.158,41,0,NA,NA,NA,NA,NA,670,192.3859,11,29,1,NA,6.018046,NA,415,14,13,0.9285714285714286,0,0,0,None
81475,101,16,11813067010690,2006,2,2006,11813070010690,1,1,1,44.961174,-115.156946,145.5888,42,0,NA,NA,NA,NA,NA,595,319.2077,60,336,1,NA,6.018046,NA,412,1,0,0,0,0,0,None
81526,101,16,11813162010690,2006,2,2008,11813164010690,1,1,1,44.921585,-115.861571,70.3848,37,0,NA,NA,NA,NA,NA,670,114.7453,15,90,0.605652,NA,6.018046,NA,412,2,0,0,0,0,0,None
81547,101,16,37275826010690,2010,2,2010,42510302010690,1,2,1,44.521328,-111.505628,116.9363,27,0,NA,0,NA,0,NA,735,205.6852,54,174,1,NA,6.018046,NA,415,11,8,0.7272727272727273,0,0,0,None
81594,101,16,37275541010690,2010,2,2010,42497925010690,1,2,1,48.392337,-116.124274,53.7843,16,0,NA,0,NA,0,NA,735,117.7294,48,246,1,NA,6.018046,NA,104,9,8,0.8888888888888888,0,0,0,None
81602,101,16,35371549010690,2009,2,2009,39514165010690,1,1,1,44.543415,-114.545986,114.1915,32,10,9999,0,NA,NA,NA,670,165.4542,19,332,0.75,NA,6.018046,NA,413,1,0,0,1,0,0,INSECT
81620,101,16,12275976010690,2007,2,2007,12275979010690,1,2,1,43.905299,-114.256575,1.3867,NA,12,2005,0,NA,NA,NA,470,3.0208,80,288,1,NA,6.018046,2005,413,11,10,0.9090909090909091,1,0,0,INSECT
81722,101,16,4737460010690,2004,2,2004,4737463010690,1,1,1,44.789922,-115.740918,150.2172,28,0,NA,NA,NA,NA,NA,735,299.5602,20,288,1,NA,6.018046,NA,412,9,0,0,0,0,0,None
81728,101,16,12289384010690,2007,2,2008,12289386010690,1,1,1,45.002664,-115.282511,77.1557,23,0,NA,NA,NA,NA,NA,735,167.765,65,320,0.5,NA,6.018046,NA,412,8,2,0.25,0,0,0,None
81734,101,16,31360099010690,2008,2,2008,31360102010690,1,2,1,43.816243,-113.741863,33.1139,NA,10,9999,0,NA,NA,NA,470,51.9922,61,102,1,NA,6.018046,NA,413,11,6,0.5454545454545454,1,0,0,INSECT
81790,101,16,40390710010690,2011,2,2011,51049492020004,1,2,1,45.538175,-114.507249,0,NA,30,2011,0,NA,0,NA,700,0,23,180,1,NA,6.018046,2011,413,7,7,1,0,0,1,FIRE
81809,101,16,4737603010690,2004,2,2004,4737606010690,1,1,1,44.969726,-115.215301,45.2755,NA,50,9999,0,NA,NA,NA,470,89.0979,55,120,1,NA,6.018046,NA,412,21,6,0.2857142857142857,0,0,0,None
81871,101,16,11806862010690,2006,2,2006,11806865010690,1,1,1,44.804974,-113.849215,91.5339,32,0,NA,NA,NA,NA,NA,735,196.1199,55,12,1,NA,6.018046,NA,413,15,7,0.4666666666666667,0,0,0,None
81873,101,16,40390791010690,2011,2,2011,51051413020004,1,2,1,44.715291,-113.845525,68.69,20,0,NA,0,NA,0,NA,735,125.7224,13,356,1,NA,6.018046,NA,413,38,30,0.7894736842105263,0,0,0,None
81961,101,16,12276119010690,2007,2,2007,12276122010690,1,2,1,44.414502,-114.807838,12.5926,12,30,2006,10,2004,0,NA,735,23.6922,70,100,1,NA,6.018046,2006,413,3,2,0.6666666666666666,0,0,1,FIRE
81965,101,16,4737640010690,2004,2,2004,4737643010690,1,2,1,44.78415,-115.23371,18.6609,33,32,2001,0,NA,NA,NA,735,31.6099,33,201,1,NA,6.018046,NA,413,7,7,1,0,0,1,FIRE
81971,101,16,31361317010690,2008,2,2011,50635725020004,1,1,2,43.785303,-115.078698,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,6.018046,NA,402,2,0,0,0,0,0,None
81993,101,16,37275591010690,2010,2,2012,195265492020004,1,1,1,48.864444,-116.54714,140.5137,37,0,NA,0,NA,0,NA,700,334.0553,30,301,1,NA,74.965282,NA,104,2,0,0,0,0,0,None
82002,101,16,11799089010690,2006,2,2006,11799092010690,1,1,1,44.186249,-114.620369,105.9017,22,0,NA,NA,NA,NA,NA,735,225.4684,72,336,1,NA,6.018046,NA,414,2,0,0,0,0,0,None
82006,101,16,35372144010690,2009,2,2009,39522642010690,1,2,1,44.464407,-113.396346,52.224,25,0,NA,NA,NA,NA,NA,470,120.4718,43,75,1,NA,6.018046,NA,413,25,16,0.64,0,0,0,None
82018,101,16,4723777010690,2004,2,2004,4723780010690,1,1,1,43.863676,-113.672863,135.4828,43,0,NA,NA,NA,NA,NA,595,189.8185,59,346,1,NA,6.018046,NA,413,10,9,0.9,0,0,0,None
82039,101,16,35372476010690,2009,2,2009,39526128010690,1,1,1,47.44512,-115.737233,109.9684,41,10,9999,22,9999,0,NA,700,222.8951,21,359,1,NA,6.018046,NA,104,2,0,0,1,0,0,INSECT
82059,101,16,40391509010690,2011,2,2011,51056872020004,2,2,1,45.012458,-115.853437,61.8132,40,0,NA,0,NA,0,NA,735,101.3184,50,167,0.5,NA,6.018046,NA,412,1,1,1,0,0,0,None
82061,101,16,35371804010690,2009,2,2009,39517893010690,1,2,1,46.391168,-114.470475,0,49,32,2006,0,NA,NA,NA,670,0,28,27,1,NA,6.018046,2006,105,1,1,1,0,0,1,FIRE
82082,101,16,40390332010690,2011,2,2011,51041703020004,1,2,1,46.34775,-114.528916,0,NA,30,2007,0,NA,0,NA,700,0,15,248,1,NA,6.018046,2007,105,1,1,1,0,0,1,FIRE
82096,101,16,37275745010690,2010,2,2010,42508905010690,1,1,1,44.324587,-114.867309,68.6662,70,12,9999,0,NA,0,NA,595,97.5168,76,151,1,NA,6.018046,NA,413,1,0,0,1,0,0,INSECT
82108,101,16,12279217010690,2007,2,2008,12279219010690,1,1,1,45.585095,-114.828521,9.1281,30,0,NA,NA,NA,NA,NA,735,17.7208,31,206,0.75,NA,6.018046,NA,103,2,0,0,0,0,0,None
82152,101,16,12276147010690,2007,2,2007,12276150010690,1,2,1,44.233405,-114.6193,58.6978,23,0,NA,NA,NA,NA,NA,735,131.6565,46,342,1,NA,6.018046,NA,414,8,7,0.875,0,0,0,None
82166,101,16,40390051010690,2011,2,2011,51039169020004,1,2,1,43.951476,-114.327091,4.3407,NA,10,9999,0,NA,0,NA,470,9.3699,73,338,1,NA,6.018046,2008,413,7,5,0.7142857142857143,1,0,0,INSECT
82169,101,16,35372062010690,2009,2,2009,39522698010690,1,1,1,45.568458,-114.111843,97.7987,27,0,NA,NA,NA,NA,NA,700,190.4332,20,318,1,NA,6.018046,NA,413,6,0,0,0,0,0,None
82204,101,16,40391498010690,2012,2,2012,195379528020004,1,2,1,45.100531,-115.288104,4.1177,25,0,NA,0,NA,0,NA,470,7.6424,70,128,0.75,NA,6.018046,NA,412,20,19,0.95,0,0,0,None
82219,101,16,4725875010690,2004,2,2008,4725877010690,1,2,1,44.707242,-111.374086,272.6185,22,0,NA,NA,NA,NA,NA,670,470.2161,60,12,1,NA,6.018046,NA,415,30,10,0.3333333333333333,0,0,0,None
82230,101,16,11806987010690,2006,2,2006,11806990010690,1,2,1,44.998036,-114.653108,42.2309,29,0,NA,NA,NA,NA,NA,595,70.2619,100,85,1,NA,6.018046,2000,413,2,1,0.5,0,0,0,None
82240,101,16,40391548010690,2011,2,2011,51057514020004,1,2,1,44.742368,-115.356303,53.44,31,12,2008,0,NA,0,NA,670,131.7812,35,24,1,NA,6.018046,2008,413,5,4,0.8,1,0,0,INSECT
82271,101,16,31368458010690,2008,2,2008,31368461010690,1,1,1,44.993993,-114.586967,134.132,33,0,NA,NA,NA,NA,NA,595,260.2804,46,8,1,NA,6.018046,NA,413,9,3,0.3333333333333333,0,0,0,None
82279,101,16,40389221010690,2013,2,2013,273500155489998,1,2,1,43.918434,-114.87701,62.5922,23,10,9999,0,NA,0,NA,670,114.8943,53,308,1,NA,6.018046,NA,414,6,5,0.8333333333333334,1,0,0,INSECT
82319,101,16,35371557010690,2009,2,2009,39514331010690,1,1,1,44.449284,-114.357838,94.3087,32,10,9999,0,NA,NA,NA,595,188.872,58,321,1,NA,6.018046,NA,413,1,0,0,1,0,0,INSECT
82348,101,16,11791806010690,2006,2,2006,11791809010690,1,2,1,43.689389,-114.637131,119.1101,56,0,NA,NA,NA,NA,NA,595,232.5999,55,338,1,NA,6.018046,NA,414,4,3,0.75,0,0,0,None
82376,101,16,31363815010690,2008,2,2008,31363818010690,1,2,1,45.272203,-114.772822,5.0497,35,30,2007,0,NA,NA,NA,670,9.6725,15,20,1,NA,6.018046,NA,413,6,6,1,0,0,1,FIRE
82396,101,16,5384029010690,2005,2,2005,5384032010690,1,1,1,44.369969,-114.680818,95.6412,28,10,2002,0,NA,NA,NA,735,187.8958,45,287,1,NA,6.018046,NA,413,16,0,0,1,0,0,INSECT
82400,101,16,5398212010690,2005,2,2005,5398215010690,1,1,1,44.874199,-115.349954,109.3581,26,0,NA,NA,NA,NA,NA,700,231.1921,30,268,1,NA,6.018046,NA,412,35,20,0.5714285714285714,0,0,0,None
82410,101,16,35372621010690,2009,2,2009,39528300010690,1,2,1,44.513436,-115.559623,0,35,0,NA,NA,NA,NA,NA,735,0,35,128,1,NA,6.018046,NA,402,4,4,1,0,0,0,None
82488,101,16,40391543010690,2012,2,2012,195380661020004,1,2,1,44.781583,-115.295932,72.7658,32,12,9999,0,NA,0,NA,700,138.3814,35,236,1,NA,6.018046,2010,413,4,4,1,1,0,0,INSECT
82511,101,16,11807094010690,2006,2,2006,11807097010690,1,2,1,45.161869,-114.016037,120.0483,24,0,NA,NA,NA,NA,NA,700,248.0327,45,132,1,NA,6.018046,NA,413,16,5,0.3125,0,0,0,None
82524,101,16,40390212010690,2013,2,2013,273519718489998,1,1,1,44.564812,-111.447356,62.3405,21,92,9999,0,NA,0,NA,735,145.9654,34,48,1,NA,6.018046,NA,415,20,1,0.05,0,0,0,None
82586,101,16,5398371010690,2005,2,2005,5398374010690,1,2,1,45.049348,-115.22359,115.9325,25,0,NA,NA,NA,NA,NA,595,165.668,70,264,1,NA,6.018046,2003,412,4,1,0.25,0,0,0,None
82626,101,16,31364140010690,2008,2,2011,50637564020004,1,2,2,45.283861,-115.977758,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0.860482,NA,6.018046,NA,412,15,11,0.7333333333333333,0,0,0,None
82631,101,16,40389957010690,2013,2,2013,273517450489998,1,2,1,44.554777,-115.238975,113.5248,NA,0,NA,0,NA,0,NA,735,183.1172,22,280,1,NA,6.018046,NA,413,13,8,0.6153846153846154,0,0,0,None
82660,101,16,40391521010690,2013,2,2013,273522451489998,1,1,1,44.91402,-115.290564,125.0028,35,0,NA,0,NA,0,NA,670,217.2984,50,338,1,NA,6.018046,NA,NA,10,8,0.8,0,0,0,None
82670,101,16,40390097010690,2011,2,2011,51039729020004,1,1,1,43.875347,-115.13669,109.7274,17,0,NA,0,NA,0,NA,735,284.0775,20,220,1,NA,6.018046,NA,414,18,0,0,0,0,0,None
82678,101,16,4727300010690,2004,2,2004,4727304010690,2,1,1,45.316551,-114.761548,162.7345,24,0,NA,NA,NA,NA,NA,470,418.7484,29,78,0.472131,NA,74.965282,NA,413,44,1,0.022727272727272728,0,0,0,None
82809,101,16,11799233010690,2006,2,2006,11799236010690,1,1,1,44.455685,-114.804623,87.3083,21,10,2003,0,NA,NA,NA,670,203.7064,45,356,1,NA,6.018046,NA,413,16,2,0.125,1,0,0,INSECT
82811,101,16,31356205010690,2008,2,2008,31356208010690,1,1,1,48.858076,-116.615494,145.7708,28,0,NA,NA,NA,NA,NA,735,311.1641,70,252,1,NA,6.018046,NA,104,14,8,0.5714285714285714,0,0,0,None
82832,101,16,11799299010690,2006,2,2006,11799302010690,1,2,1,44.326768,-114.989613,81.3794,25,0,NA,NA,NA,NA,NA,700,165.3771,15,128,1,NA,6.018046,2005,413,10,9,0.9,0,0,0,None
82847,101,16,11807205010690,2006,2,2006,11807208010690,1,2,1,44.535761,-113.638923,113.281,22,0,NA,NA,NA,NA,NA,470,192.7725,50,281,1,NA,6.018046,NA,413,57,31,0.543859649122807,0,0,0,None
82883,101,16,11813173010690,2006,2,2008,11813175010690,1,2,1,45.104239,-115.535003,117.941,29,0,NA,NA,NA,NA,NA,670,254.9601,33,335,1,NA,6.018046,NA,412,11,8,0.7272727272727273,0,0,0,None
82886,101,16,11799415010690,2006,2,2006,11799418010690,1,2,1,44.638841,-114.791141,73.0631,43,0,NA,NA,NA,NA,NA,735,141.1657,55,24,1,NA,6.018046,2003,413,7,7,1,0,0,0,None
82899,101,16,5392755010690,2005,2,2005,5392758010690,1,1,1,45.083194,-113.536902,13.7493,29,0,NA,NA,NA,NA,NA,700,25.6714,5,120,1,NA,6.018046,NA,413,1,0,0,0,0,0,None
82917,101,16,35372598010690,2009,2,2009,39528362010690,1,2,1,44.871588,-115.228457,4.0969,NA,32,2006,0,NA,NA,NA,470,8.2541,50,225,0.5,NA,6.018046,2006,413,17,15,0.8823529411764706,0,0,1,FIRE
82951,101,16,40390806010690,2013,2,2013,273524217489998,1,2,1,44.582734,-113.58593,57.1786,35,12,9999,0,NA,0,NA,735,127.0779,70,92,1,NA,6.018046,NA,413,8,6,0.75,1,0,0,INSECT
82960,101,16,31368671010690,2008,2,2008,31368674010690,1,2,1,45.495905,-114.632411,111.2993,51,0,NA,NA,NA,NA,NA,595,206.5362,45,142,1,NA,6.018046,2003,413,5,3,0.6,0,0,0,None
83001,101,16,40390073010690,2012,2,2012,195362740020004,1,2,1,43.678497,-113.914108,11.2157,NA,0,NA,0,NA,0,NA,470,24.2062,32,223,1,NA,6.018046,NA,413,12,4,0.3333333333333333,0,0,0,None
83005,101,16,40390081010690,2013,2,2014,272352087489998,1,1,1,44.43497,-114.563885,95.2979,29,0,NA,0,NA,0,NA,735,260.6356,14,355,0.5,NA,74.965282,NA,413,9,4,0.4444444444444444,0,0,0,None
83021,101,16,40390330010690,2011,2,2011,51041618020004,1,1,1,46.349951,-114.921577,93.175,36,0,NA,0,NA,0,NA,700,175.637,38,176,1,NA,6.018046,NA,117,5,0,0,0,0,0,None
83069,101,16,11791914010690,2006,2,2006,11791917010690,1,1,1,43.660993,-114.120651,83.1084,33,95,9999,0,NA,NA,NA,735,181.7412,50,346,0.902497,NA,6.018046,NA,414,1,0,0,0,0,0,None
83083,101,16,4731996010690,2004,2,2004,4731999010690,1,2,1,44.633022,-114.545347,117.7134,31,0,NA,NA,NA,NA,NA,595,245.025,47,277,1,NA,6.018046,NA,413,42,20,0.47619047619047616,0,0,0,None
83091,101,16,5384168010690,2005,2,2005,5384171010690,1,1,1,43.955764,-113.497983,151.2709,39,0,NA,NA,NA,NA,NA,470,225.2844,36,161,1,NA,6.018046,NA,413,4,0,0,0,0,0,None
83092,101,16,40391488010690,2013,2,2013,273522086489998,1,2,1,45.190334,-115.480636,0,NA,0,NA,0,NA,0,NA,735,0,60,68,1,NA,6.018046,NA,412,3,3,1,0,0,0,None
83102,101,16,40390802010690,2012,2,2013,272346662489998,1,2,1,44.629056,-113.655303,66.6856,24,10,9999,0,NA,0,NA,735,124.4474,45,38,1,NA,6.018046,NA,413,18,13,0.7222222222222222,1,0,0,INSECT
83112,101,16,40389953010690,2011,2,2011,51037470020004,1,2,1,44.591746,-114.669734,88.2497,23,0,NA,0,NA,0,NA,470,155.569,47,268,1,NA,6.018046,NA,413,26,15,0.5769230769230769,0,0,0,None
83165,101,16,4732092010690,2004,2,2004,4732095010690,1,1,1,44.323445,-113.191828,150.8185,22,0,NA,NA,NA,NA,NA,595,422.8692,42,3,1,NA,6.018046,NA,415,1,0,0,0,0,0,None
83199,101,16,5387840010690,2005,2,2008,5387842010690,1,2,1,45.541364,-114.76671,164.8794,30,0,NA,NA,NA,NA,NA,670,299.4288,53,350,1,NA,6.018046,NA,103,17,14,0.8235294117647058,0,0,0,None
83271,101,16,35372619010690,2009,2,2009,39528427010690,1,2,1,44.556957,-115.366621,192.7564,48,12,9999,0,NA,NA,NA,735,288.8776,50,266,0.5,NA,6.018046,2006,413,1,1,1,1,0,0,INSECT
83296,101,16,5392831010690,2005,2,2005,5392834010690,1,1,1,44.41158,-113.323381,54.7164,NA,0,NA,NA,NA,NA,NA,470,119.8009,44,219,0.958153,NA,6.018046,NA,413,31,0,0,0,0,0,None
83316,101,16,12289596010690,2007,2,2007,12289599010690,1,2,1,45.018229,-115.988901,34.5443,34,0,NA,NA,NA,NA,NA,735,54.6898,65,76,1,NA,6.018046,NA,412,4,3,0.75,0,0,0,None
83326,101,16,40390325010690,2011,2,2012,272347757489998,1,2,1,46.389712,-114.722411,31.0264,24,0,NA,0,NA,0,NA,735,75.3306,132,35,1,NA,6.018046,NA,105,1,1,1,0,0,0,None
83329,101,16,12279769010690,2007,2,2007,12279772010690,1,1,1,45.375476,-115.84601,156.0047,31,0,NA,NA,NA,NA,NA,670,292.3884,25,240,1,NA,74.965282,NA,NA,16,9,0.5625,0,0,0,None
83333,101,16,40390482010690,2011,2,2011,51044992020004,1,2,1,45.562155,-115.713735,16.4903,37,0,NA,0,NA,0,NA,670,26.5606,100,140,1,NA,6.018046,NA,117,14,12,0.8571428571428571,0,0,0,None
83374,101,16,12276285010690,2007,2,2007,12276288010690,1,1,1,44.058874,-114.94234,157.9982,NA,0,NA,NA,NA,NA,NA,670,256.3955,28,310,0.75,NA,74.965282,NA,414,2,0,0,0,0,0,None
83394,101,16,31360411010690,2008,2,2008,31360414010690,1,1,1,44.504847,-114.612418,60.0172,15,10,9999,0,NA,NA,NA,670,120.1353,5,26,1,NA,6.018046,NA,413,8,3,0.375,1,0,0,INSECT
83428,101,16,40389958010690,2011,2,2011,51037562020004,1,2,1,44.564892,-115.170609,42.7148,47,30,2006,0,NA,0,NA,595,62.4219,48,267,1,NA,6.018046,2006,413,7,7,1,0,0,1,FIRE
83454,101,16,40389978010690,2013,2,2013,273517812489998,1,1,1,44.405009,-114.423105,114.0946,23,10,9999,0,NA,0,NA,670,248.5225,30,98,1,NA,6.018046,NA,413,26,5,0.19230769230769232,1,0,0,INSECT
83459,101,16,4737919010690,2004,2,2004,4737922010690,1,2,1,45.097101,-115.227024,139.893,24,0,NA,NA,NA,NA,NA,670,257.77,48,90,1,NA,6.018046,NA,412,15,6,0.4,0,0,0,None
83466,101,16,40391523010690,2013,2,2013,273522563489998,1,2,1,44.912332,-114.898794,0,NA,0,NA,0,NA,0,NA,700,0,5,357,1,NA,NA,2000,412,17,17,1,0,0,0,None
83508,101,16,40391558010690,2012,2,2012,195380889020004,1,2,1,44.649388,-115.803693,45.3931,45,0,NA,0,NA,0,NA,595,70.1682,70,114,1,NA,6.018046,NA,402,1,1,1,0,0,0,None
83547,101,16,40390017010690,2012,2,2013,272346940489998,1,1,1,44.193455,-114.734668,75.874,24,0,NA,0,NA,0,NA,700,173.8189,28,63,1,NA,74.965282,NA,414,3,2,0.6666666666666666,0,0,0,None
83571,101,16,37276268010690,2010,2,2010,42532186010690,1,2,1,44.957935,-115.034019,43.5669,29,0,NA,0,NA,0,NA,700,98.4837,55,280,1,NA,6.018046,2009,412,1,1,1,0,0,0,None
83600,101,16,5387968010690,2005,2,2005,5387971010690,1,2,1,45.98457,-115.069845,69.8762,43,0,NA,NA,NA,NA,NA,700,137.404,35,120,1,NA,6.018046,2003,117,5,5,1,0,0,0,None
83741,101,16,37275917010690,2010,2,2010,42517400010690,1,1,1,45.59289,-115.075096,25.7305,41,0,NA,0,NA,0,NA,700,46.1021,45,65,1,NA,6.018046,NA,117,6,1,0.16666666666666666,0,0,0,None
83788,101,16,37275487010690,2010,2,2010,42495935010690,1,1,1,43.829403,-114.6362,95.456,NA,12,9999,0,NA,0,NA,735,141.7641,53,40,1,NA,6.018046,NA,414,1,0,0,1,0,0,INSECT
83802,101,16,35371973010690,2009,2,2009,39518470010690,1,2,1,45.224696,-115.76507,1.476,26,32,2007,0,NA,NA,NA,700,5.2585,30,265,1,NA,6.018046,NA,412,3,3,1,0,0,1,FIRE
83824,101,16,12283584010690,2007,2,2007,12283588010690,2,2,1,45.697428,-113.978097,0,32,0,NA,NA,NA,NA,NA,735,0,33,238,0.579816,NA,6.018046,NA,413,2,2,1,0,0,0,None
83852,101,16,40390473010690,2012,2,2012,195368579020004,1,2,1,45.596778,-115.840476,66.9853,27,0,NA,0,NA,0,NA,735,132.5599,8,351,1,NA,6.018046,NA,117,1,1,1,0,0,0,None
83866,101,16,11807326010690,2006,2,2011,50638691020004,1,2,2,44.329418,-112.823698,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,6.018046,NA,415,4,4,1,0,0,0,None
83894,101,16,37276276010690,2010,2,2011,50639573020004,1,2,1,44.784496,-115.358968,58.9791,43,32,2007,0,NA,0,NA,595,102.9155,70,357,0.75,NA,6.018046,2000,413,7,6,0.8571428571428571,0,0,1,FIRE
83911,101,16,35371567010690,2009,2,2009,39514459010690,1,1,1,44.375462,-115.175703,118.7419,33,10,9999,0,NA,NA,NA,595,236.0023,48,292,1,NA,6.018046,NA,413,9,3,0.3333333333333333,1,0,0,INSECT
83915,101,16,40389647010690,2012,2,2012,195357092020004,1,1,1,43.816563,-114.923049,14.7459,27,0,NA,0,NA,0,NA,735,35.4738,40,60,1,NA,74.965282,NA,414,1,0,0,0,0,0,None
83921,101,16,40389021010690,2011,2,2011,51019568020004,1,2,1,45.151598,-116.558822,48.7544,34,0,NA,0,NA,0,NA,735,99.2608,10,42,1,NA,6.018046,NA,412,1,1,1,0,0,0,None
83935,101,16,4716995010690,2004,2,2004,4716998010690,1,2,1,43.8721,-114.697703,192.1902,24,0,NA,NA,NA,NA,NA,735,401.7137,25,332,1,NA,6.018046,NA,414,18,5,0.2777777777777778,0,0,0,None
83971,101,16,40389323010690,2013,2,2013,273501922489998,1,1,1,44.060536,-115.064178,85.7855,24,0,NA,0,NA,0,NA,735,165.9676,25,340,1,NA,6.018046,NA,414,6,2,0.3333333333333333,0,0,0,None
84000,101,16,31360528010690,2008,2,2008,31360531010690,1,1,1,44.632451,-114.421818,175.4399,25,10,9999,0,NA,NA,NA,670,332.1198,63,356,0.5,NA,6.018046,NA,413,21,2,0.09523809523809523,1,0,0,INSECT
84001,101,16,12269337010690,2007,2,2007,12269340010690,1,1,1,43.551389,-114.583531,168.3199,39,0,NA,NA,NA,NA,NA,735,288.0869,45,84,0.75,NA,6.018046,NA,414,6,0,0,0,0,0,None
84069,101,16,31364582010690,2008,2,2008,31364585010690,1,2,1,45.946665,-115.006908,82.9857,51,0,NA,NA,NA,NA,NA,735,171.2336,45,10,0.75,NA,6.018046,NA,117,1,1,1,0,0,0,None
84109,101,16,40391591010690,2012,2,2012,195381897020004,1,1,1,44.294365,-115.617454,92.3376,33,0,NA,0,NA,0,NA,595,146.7332,10,167,1,NA,6.018046,NA,402,1,0,0,0,0,0,None
84127,101,16,40390049010690,2012,2,2012,195362562020004,1,2,1,43.9678,-114.940461,123.9865,32,10,2010,0,NA,0,NA,700,236.5133,35,265,1,NA,6.018046,2011,414,3,2,0.6666666666666666,1,0,0,INSECT
84128,101,16,12283667010690,2007,2,2008,12283669010690,1,2,1,44.715715,-114.595441,74.5415,36,0,NA,NA,NA,NA,NA,595,152.2014,61,64,0.75,NA,6.018046,2006,413,11,8,0.7272727272727273,0,0,0,None
