PLOT,SPCD,STATECD,PLT_CN,INVYR,CYCLE,MEASYEAR,COND_CN,CONDID,STATUSCD,COND_STATUS_CD,LAT,LON,BALIVE,SICOND,DSTRBCD1,DSTRBYR1,DSTRBCD2,DSTRBYR2,DSTRBCD3,DSTRBYR3,SDIMAX_RMRS,SDI_RMRS,SLOPE,ASPECT,CONDPROP_UNADJ,RECONCILECD,TPA_UNADJ,MORTYR,ADFORCD,TREESALL,TOTALDEAD,DEADPROP,INSECT,DISEASE,FIRE,disturbance_type
84139,101,16,11813323010690,2006,2,2006,11813326010690,1,2,1,44.474357,-115.674224,129.5169,38,12,2006,0,NA,NA,NA,735,186.6129,40,213,1,NA,6.018046,NA,402,3,3,1,1,0,0,INSECT
84145,101,16,37276022010690,2010,2,2011,50638197020004,2,2,1,44.807983,-114.342405,43.9665,14,12,2008,0,NA,0,NA,735,99.4732,15,263,0.25,NA,6.018046,2009,413,4,2,0.5,1,0,0,INSECT
84196,101,16,35371320010690,2009,2,2009,39511418010690,1,1,1,43.742174,-114.828918,54.234,32,0,NA,NA,NA,NA,NA,735,121.7335,0,0,1,NA,6.018046,NA,414,1,0,0,0,0,0,None
84224,101,16,37276288010690,2010,2,2010,42533956010690,1,1,1,44.432499,-115.688947,170.3385,22,10,9999,20,9999,0,NA,735,347.6864,35,248,1,NA,6.018046,NA,402,5,1,0.2,1,0,0,INSECT
84251,101,16,35372128010690,2009,2,2009,39523199010690,1,1,1,44.729848,-113.211898,117.3243,27,0,NA,NA,NA,NA,NA,595,190.9408,60,75,1,NA,6.018046,NA,413,1,0,0,0,0,0,None
84267,101,16,40391572010690,2011,2,2011,51058229020004,2,1,1,44.512053,-115.490874,173.884,39,0,NA,0,NA,0,NA,735,297.4312,25,174,0.25,NA,6.018046,NA,402,1,0,0,0,0,0,None
84346,101,16,31368878010690,2008,2,2008,31368881010690,1,2,1,44.981924,-114.084304,158.8244,40,0,NA,NA,NA,NA,NA,700,279.0452,5,2,1,NA,6.018046,NA,413,1,1,1,0,0,0,None
84348,101,16,37275915010690,2010,2,2010,42517098010690,1,2,1,45.599541,-115.725868,142.3617,47,0,NA,0,NA,0,NA,735,255.8294,65,220,1,NA,6.018046,NA,117,2,2,1,0,0,0,None
84367,101,16,12289622010690,2007,2,2007,12289625010690,1,1,1,44.383325,-115.68524,167.433,56,0,NA,NA,NA,NA,NA,670,252.1243,60,8,1,NA,6.018046,NA,402,1,0,0,0,0,0,None
84377,101,16,40390856010690,2011,2,2011,51052114020004,1,1,1,44.563591,-113.476645,177.0331,25,0,NA,0,NA,0,NA,670,357.14,68,352,1,NA,6.018046,NA,413,33,6,0.18181818181818182,0,0,0,None
84392,101,16,40390790010690,2013,2,2013,273515167489998,1,2,1,44.72238,-114.411735,53.9152,31,10,2009,0,NA,0,NA,735,116.1326,14,343,1,NA,6.018046,2009,413,30,25,0.8333333333333334,1,0,0,INSECT
84395,101,16,11801368010690,2006,2,2011,50636980020004,2,1,1,44.652194,-111.48416,178.2559,26,0,NA,0,NA,0,NA,595,261.5032,45,43,0.25,NA,6.018046,NA,415,5,4,0.8,0,0,0,None
84410,101,16,31360619010690,2008,2,2008,31360622010690,1,1,1,44.462443,-114.742324,116.7897,43,0,NA,NA,NA,NA,NA,595,230.1107,65,160,0.753951,NA,6.018046,NA,413,1,0,0,0,0,0,None
84426,101,16,37275426010690,2010,2,2011,50629534020004,1,1,1,44.610909,-116.186369,206.7051,NA,0,NA,0,NA,0,NA,670,292.5682,0,0,1,NA,6.018046,NA,412,5,0,0,0,0,0,None
84436,101,16,31374173010690,2008,2,2008,31374176010690,1,1,1,44.975532,-115.270101,35.3107,18,0,NA,NA,NA,NA,NA,670,80.3009,60,335,1,NA,74.965282,NA,412,5,1,0.2,0,0,0,None
84449,101,16,5377438010690,2005,2,2005,5377441010690,1,1,1,43.736245,-113.995632,82.9501,37,0,NA,NA,NA,NA,NA,735,157.5903,49,115,1,NA,6.018046,NA,414,5,0,0,0,0,0,None
84476,101,16,35371791010690,2009,2,2009,39519080010690,1,2,1,46.568288,-114.456505,69.486,38,20,2005,0,NA,NA,NA,670,124.8601,70,8,1,NA,6.018046,NA,105,1,1,1,0,1,0,DISEASE
84491,101,16,5393113010690,2005,2,2005,5393116010690,1,1,1,45.082919,-114.518539,119.1253,38,0,NA,NA,NA,NA,NA,700,253.6445,55,248,1,NA,6.018046,NA,413,5,0,0,0,0,0,None
84504,101,16,31364739010690,2008,2,2008,31364743010690,2,2,1,45.375128,-116.504226,18.7014,20,0,NA,NA,NA,NA,NA,735,34.0078,33,50,0.320424,NA,6.018046,NA,616,14,12,0.8571428571428571,0,0,0,None
84505,101,16,4732267010690,2004,2,2004,4732271010690,2,1,1,44.633423,-113.51647,146.4658,NA,0,NA,NA,NA,NA,NA,595,174.4866,62,292,0.712841,NA,6.018046,NA,413,1,0,0,0,0,0,None
84524,101,16,40390562010690,2013,2,2013,273518502489998,1,2,1,45.851618,-114.480705,89.9023,18,0,NA,0,NA,0,NA,670,128.9878,34,23,0.94469,NA,6.018046,NA,103,3,3,1,0,0,0,None
84532,101,16,40390470010690,2012,2,2012,195368318020004,1,2,1,45.63815,-115.20339800000001,75.2892,44,52,2009,0,NA,0,NA,670,136.2747,22,330,1,NA,6.018046,NA,117,15,14,0.9333333333333333,0,0,0,None
84557,101,16,40389524010690,2013,2,2013,273506204489998,1,1,1,48.617116,-116.24983,202.8945,46,12,9999,22,9999,0,NA,595,341.4538,60,296,1,NA,6.018046,NA,104,1,0,0,1,0,0,INSECT
84634,101,16,5385890010690,2005,2,2005,5385893010690,1,1,1,43.92716,-115.12848,43.7713,20,0,NA,NA,NA,NA,NA,735,86.1224,45,335,1,NA,74.965282,NA,414,7,4,0.5714285714285714,0,0,0,None
84705,101,16,31361487010690,2008,2,2011,50635838020004,1,1,2,43.705101,-115.195847,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,6.018046,NA,402,18,13,0.7222222222222222,0,0,0,None
84707,101,16,31362279010690,2008,2,2008,31362282010690,1,1,1,44.705473,-111.321487,121.3698,33,0,NA,NA,NA,NA,NA,670,249.0433,10,38,1,NA,6.018046,NA,415,22,5,0.22727272727272727,0,0,0,None
84736,101,16,5398581010690,2005,2,2005,5398584010690,1,1,1,45.058076,-115.543769,167.2907,30,0,NA,NA,NA,NA,NA,670,291.2698,15,175,0.474414,NA,6.018046,NA,412,2,1,0.5,0,0,0,None
84742,101,16,11797862010690,2006,2,2006,11797865010690,1,1,1,46.620747,-114.78109,34.5981,35,0,NA,NA,NA,NA,NA,670,68.66,20,65,1,NA,6.018046,NA,105,2,1,0.5,0,0,0,None
84744,101,16,40390497010690,2012,2,2013,272346568489998,1,2,1,45.4915,-114.827434,5.927,NA,32,2011,0,NA,0,NA,470,12.5951,40,136,1,NA,6.018046,NA,103,10,9,0.9,0,0,1,FIRE
84780,101,16,40391553010690,2011,2,2011,51057720020004,1,1,1,44.700639,-115.802391,12.9104,32,32,2007,31,2007,0,NA,700,23.5019,30,90,1,NA,6.018046,NA,402,1,0,0,0,0,1,FIRE
84798,101,16,12283771010690,2007,2,2007,12283774010690,1,2,1,44.565369,-113.616249,53.1952,NA,0,NA,NA,NA,NA,NA,470,85.0173,48,226,1,NA,6.018046,NA,413,27,17,0.6296296296296297,0,0,0,None
84814,101,16,40390537010690,2012,2,2012,195370321020004,1,1,2,45.235943,-115.994649,NA,NA,92,2012,0,NA,0,NA,NA,0,NA,NA,1,NA,6.018046,NA,NA,1,0,0,0,0,0,None
84822,101,16,4720672010690,2004,2,2004,4720675010690,1,1,1,43.814878,-114.852899,124.5243,51,0,NA,NA,NA,NA,NA,735,205.9916,18,194,1,NA,6.018046,NA,414,8,6,0.75,0,0,0,None
84876,101,16,11792700010690,2006,2,2006,11792703010690,1,2,1,44.018868,-115.318587,93.8657,24,12,9999,0,NA,NA,NA,735,183.6625,30,315,1,NA,6.018046,NA,402,2,1,0.5,1,0,0,INSECT
84884,101,16,12276399010690,2007,2,2008,12276401010690,1,1,1,44.545595,-114.602515,65.4271,24,10,9999,0,NA,NA,NA,700,148.1696,52,10,1,NA,74.965282,NA,413,4,0,0,1,0,0,INSECT
84907,101,16,12283943010690,2007,2,2007,12283946010690,1,1,1,45.437436,-113.815373,55.5568,22,0,NA,NA,NA,NA,NA,470,120.9008,50,147,1,NA,6.018046,NA,413,36,15,0.4166666666666667,0,0,0,None
84917,101,16,40390471010690,2012,2,2013,272346355489998,1,1,2,45.628558,-114.823812,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,74.965282,NA,103,6,0,0,0,0,0,None
84926,101,16,35372639010690,2009,2,2009,39528701010690,1,1,1,45.028904,-115.245056,46.478,28,12,9999,0,NA,NA,NA,470,90.8201,55,256,1,NA,74.965282,NA,412,52,43,0.8269230769230769,1,0,0,INSECT
84938,101,16,40390107010690,2012,2,2012,195363282020004,1,2,1,43.699152,-115.08326,2.4275,29,0,NA,0,NA,0,NA,735,4.7277,65,265,1,NA,6.018046,NA,414,2,2,1,0,0,0,None
85004,101,16,4738249010690,2004,2,2004,4738252010690,1,1,1,45.145501,-115.403771,23.3383,16,0,NA,NA,NA,NA,NA,735,51.1391,55,4,1,NA,6.018046,NA,412,8,5,0.625,0,0,0,None
85020,101,16,37275914010690,2010,2,2010,42516938010690,1,1,1,45.609197,-115.92187,114.003,35,0,NA,0,NA,0,NA,700,230.7901,20,290,1,NA,6.018046,NA,117,5,2,0.4,0,0,0,None
85048,101,16,12276422010690,2007,2,2007,12276425010690,1,1,1,44.450742,-113.454336,108.2138,22,46,9999,0,NA,NA,NA,470,195.0296,55,146,1,NA,6.018046,NA,413,24,1,0.041666666666666664,0,0,0,None
85136,101,16,37276294010690,2010,2,2010,42534701010690,1,2,1,45.136317,-115.896618,51.5001,33,12,9999,0,NA,0,NA,700,96.4854,50,162,0.75,NA,6.018046,2009,412,6,3,0.5,1,0,0,INSECT
85149,101,16,11807350010690,2006,2,2006,11807353010690,1,2,1,45.46309,-113.843775,164.8094,29,0,NA,NA,NA,NA,NA,700,370.1349,40,300,1,NA,6.018046,NA,413,7,4,0.5714285714285714,0,0,0,None
85167,101,16,40389019010690,2013,2,2013,273502082489998,1,1,1,45.1958,-116.623776,8.1948,NA,0,NA,0,NA,0,NA,670,17.0648,68,295,1,NA,6.018046,NA,412,8,4,0.5,0,0,0,None
85218,101,16,37276297010690,2010,2,2010,42535036010690,1,1,1,44.485337,-115.521434,127.4256,26,0,NA,0,NA,0,NA,595,186.898,80,184,1,NA,6.018046,NA,413,3,0,0,0,0,0,None
85226,101,16,40389465010690,2012,2,2012,195355028020004,1,1,1,43.357151,-111.306586,54.5965,36,0,NA,0,NA,0,NA,735,107.3842,46,342,1,NA,6.018046,NA,415,1,0,0,0,0,0,None
85259,101,16,40390530010690,2012,2,2012,195369670020004,1,1,1,45.311674,-114.832326,54.5608,25,0,NA,0,NA,0,NA,700,113.3629,55,254,0.75,NA,6.018046,NA,412,4,0,0,0,0,0,None
85263,101,16,40390462010690,2013,2,2013,273514171489998,1,2,1,45.684607,-115.146375,148.8334,42,0,NA,0,NA,0,NA,670,272.6799,25,357,1,NA,6.018046,NA,117,3,3,1,0,0,0,None
85270,101,16,35371617010690,2009,2,2009,39514700010690,1,1,1,43.951624,-114.382878,66.1504,22,10,9999,0,NA,NA,NA,735,135.2034,5,92,1,NA,6.018046,NA,413,22,10,0.45454545454545453,1,0,0,INSECT
85309,101,16,11807488010690,2006,2,2006,11807491010690,1,2,1,44.682785,-114.671499,118.1376,49,0,NA,NA,NA,NA,NA,595,188.8527,45,134,1,NA,6.018046,NA,413,2,2,1,0,0,0,None
85311,101,16,11813535010690,2006,2,2008,11813537010690,1,2,1,44.82784,-115.362715,0,21,32,2007,0,NA,NA,NA,470,0,50,290,1,NA,6.018046,NA,413,22,22,1,0,0,1,FIRE
85329,101,16,4723977010690,2004,2,2004,4723980010690,1,2,1,44.506678,-115.047556,99.063,29,12,9999,0,NA,NA,NA,700,190.0044,52,48,1,NA,6.018046,2003,413,3,3,1,1,0,0,INSECT
85343,101,16,31365027010690,2008,2,2008,31365030010690,1,1,1,45.602887,-114.785483,73.8544,22,22,9999,0,NA,NA,NA,470,156.5419,35,317,1,NA,6.018046,NA,103,42,25,0.5952380952380952,0,1,0,DISEASE
85394,101,16,40390103010690,2011,2,2012,51039807020004,1,1,1,43.747152,-115.257443,51.636,20,0,NA,0,NA,0,NA,735,102.6397,38,87,1,NA,6.018046,NA,402,1,0,0,0,0,0,None
85418,101,16,11807524010690,2006,2,2006,11807527010690,1,2,1,44.635894,-114.485575,122.08,25,0,NA,NA,NA,NA,NA,470,196.6611,60,125,1,NA,6.018046,NA,413,14,2,0.14285714285714285,0,0,0,None
85424,101,16,40390089010690,2013,2,2013,273507148489998,2,2,1,44.06306,-114.401609,141.6616,39,10,9999,0,NA,0,NA,595,221.8703,57,299,0.25,NA,6.018046,NA,NA,18,16,0.8888888888888888,1,0,0,INSECT
85448,101,16,4724039010690,2004,2,2004,4724042010690,1,2,1,44.461403,-114.863658,80.456,26,0,NA,NA,NA,NA,NA,735,200.8047,60,62,1,NA,6.018046,NA,413,12,7,0.5833333333333334,0,0,0,None
85487,101,16,12289766010690,2007,2,2007,12289769010690,1,2,1,44.520029,-115.618355,67.603,25,0,NA,NA,NA,NA,NA,735,126.6196,10,32,1,NA,6.018046,NA,402,1,1,1,0,0,0,None
85505,101,16,31361027010690,2008,2,2011,50634510020004,2,2,1,43.995243,-114.385152,3.9715,18,22,9999,0,NA,0,NA,735,9.249,60,20,0.25,NA,6.018046,NA,413,12,12,1,0,1,0,DISEASE
85527,101,16,35371603010690,2009,2,2009,39514774010690,1,2,1,44.089603,-114.37658,70.7802,29,10,9999,0,NA,NA,NA,595,104.3977,72,41,0.5,NA,6.018046,NA,413,6,6,1,1,0,0,INSECT
85548,101,16,12277383010690,2007,2,2007,12277386010690,1,1,1,43.615021,-115.386349,112.4237,44,0,NA,NA,NA,NA,NA,595,180.2549,84,331,0.75,NA,6.018046,NA,402,1,0,0,0,0,0,None
85557,101,16,5393380010690,2005,2,2005,5393383010690,1,1,1,44.77322,-114.536356,101.9466,27,0,NA,NA,NA,NA,NA,700,231.2408,44,119,1,NA,74.965282,NA,413,8,1,0.125,0,0,0,None
85562,101,16,11799707010690,2006,2,2006,11799710010690,1,1,1,44.136276,-114.804649,127.8837,26,0,NA,NA,NA,NA,NA,470,207.6685,47,116,1,NA,6.018046,NA,414,18,3,0.16666666666666666,0,0,0,None
85594,101,16,12284183010690,2007,2,2007,12284186010690,1,1,1,44.726163,-113.665344,128.4529,27,0,NA,NA,NA,NA,NA,735,260.5489,28,256,1,NA,6.018046,NA,413,39,18,0.46153846153846156,0,0,0,None
85647,101,16,4732357010690,2004,2,2004,4732360010690,1,1,1,44.549516,-113.397466,104.5663,NA,0,NA,NA,NA,NA,NA,595,168.9303,34,250,1,NA,6.018046,NA,413,1,0,0,0,0,0,None
85662,101,16,35372074010690,2009,2,2009,39523391010690,1,2,1,45.354154,-114.578415,93.4711,43,0,NA,NA,NA,NA,NA,735,171.9109,60,74,1,NA,6.018046,NA,413,4,3,0.75,0,0,0,None
85669,101,16,40390778010690,2012,2,2012,195374040020004,1,2,1,44.860814,-113.465899,65.7521,25,12,9999,0,NA,0,NA,470,176.0902,40,310,1,NA,6.018046,2008,NA,3,3,1,1,0,0,INSECT
85691,101,16,12277439010690,2007,2,2007,12277442010690,1,2,1,43.745294,-115.080866,0,NA,32,2003,0,NA,NA,NA,735,0,46,240,1,NA,6.018046,2003,402,2,2,1,0,0,1,FIRE
85736,101,16,35371067010690,2009,2,2011,50630476020004,1,2,2,43.731429,-114.220884,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,6.018046,2009,414,9,7,0.7777777777777778,0,0,0,None
85778,101,16,40390331010690,2013,2,2013,273521421489998,1,2,1,46.352467,-114.860435,70.3907,44,0,NA,0,NA,0,NA,670,127.0501,96,319,0.75,NA,6.018046,NA,105,3,3,1,0,0,0,None
85821,101,16,40390481010690,2013,2,2013,273514361489998,1,2,1,45.55593,-115.970709,86.7064,39,0,NA,0,NA,0,NA,735,164.9286,14,287,1,NA,6.018046,NA,117,7,7,1,0,0,0,None
85857,101,16,40390067010690,2011,2,2011,51039365020004,1,2,1,43.756992,-113.987724,31.997,NA,12,9999,0,NA,0,NA,470,64.9301,42,180,0.75,NA,6.018046,2008,413,31,22,0.7096774193548387,1,0,0,INSECT
85858,101,16,40391579010690,2013,2,2014,272352278489998,1,1,1,44.421596,-115.249335,59.775,22,0,NA,0,NA,0,NA,670,135.9542,48,8,1,NA,6.018046,NA,413,13,8,0.6153846153846154,0,0,0,None
85871,101,16,40389993010690,2012,2,2012,195361802020004,1,2,1,44.315587,-114.614119,53.9881,28,0,NA,0,NA,0,NA,735,116.2226,38,128,1,NA,6.018046,NA,413,4,1,0.25,0,0,0,None
85906,101,16,40390723010690,2013,2,2013,273510779489998,1,1,1,45.389701,-113.748985,28.7607,37,92,9999,0,NA,0,NA,595,46.0359,38,180,1,NA,6.018046,NA,413,2,0,0,0,0,0,None
85964,101,16,5384695010690,2005,2,2005,5384698010690,1,1,1,44.054884,-115.001383,126.2261,25,0,NA,NA,NA,NA,NA,470,188.2337,50,286,0.822153,NA,6.018046,NA,414,2,0,0,0,0,0,None
85998,101,16,12280596010690,2007,2,2008,12280598010690,1,2,1,45.36859,-115.339297,0,NA,32,2007,0,NA,NA,NA,700,0,10,263,0.75,NA,6.018046,NA,412,12,12,1,0,0,1,FIRE
86007,101,16,40391503010690,2011,2,2011,51056798020004,1,1,1,45.053313,-115.350382,39.2747,NA,0,NA,0,NA,0,NA,470,84.3101,35,325,1,NA,6.018046,NA,412,31,15,0.4838709677419355,0,0,0,None
86033,101,16,37275912010690,2010,2,2010,42516814010690,1,2,2,45.632545,-114.883417,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,NA,1,NA,6.018046,NA,103,3,3,1,0,0,0,None
86068,101,16,40390792010690,2013,2,2013,273523015489998,1,1,1,44.716882,-113.778057,69.1539,26,0,NA,0,NA,0,NA,595,120.5827,63,180,1,NA,6.018046,NA,413,16,3,0.1875,0,0,0,None
86102,101,16,40390805010690,2011,2,2011,51051560020004,1,1,1,44.585146,-113.643397,65.7061,32,0,NA,0,NA,0,NA,470,84.7666,65,224,1,NA,6.018046,NA,413,1,0,0,0,0,0,None
86108,101,16,5375875010690,2005,2,2005,5375878010690,1,2,1,45.202518,-116.559044,67.8769,32,0,NA,NA,NA,NA,NA,735,127.2893,65,35,0.75,NA,6.018046,NA,412,3,2,0.6666666666666666,0,0,0,None
86124,101,16,40390483010690,2013,2,2013,273522913489998,1,1,1,45.553896,-115.654325,67.5943,30,0,NA,0,NA,0,NA,735,145.8423,66,284,1,NA,6.018046,NA,117,5,2,0.4,0,0,0,None
86157,101,16,5384740010690,2005,2,2005,5384743010690,1,2,1,43.910861,-114.326973,58.4177,34,0,NA,NA,NA,NA,NA,595,98.1956,49,90,1,NA,6.018046,2000,413,2,2,1,0,0,0,None
86178,101,16,40389223010690,2012,2,2012,195351552020004,1,1,1,43.86669,-114.450568,85.749,NA,0,NA,0,NA,0,NA,595,125.3727,85,175,1,NA,6.018046,NA,414,3,1,0.3333333333333333,0,0,0,None
86218,101,16,5393490010690,2005,2,2005,5393493010690,1,1,1,45.243109,-114.541741,201.9914,51,0,NA,NA,NA,NA,NA,735,357.6384,68,257,1,NA,6.018046,NA,413,11,1,0.09090909090909091,0,0,0,None
86221,101,16,31357217010690,2008,2,2008,31357220010690,1,1,1,43.653294,-115.016136,98.0384,34,0,NA,NA,NA,NA,NA,735,224.136,85,328,0.75,NA,74.965282,NA,414,4,2,0.5,0,0,0,None
86287,101,16,12276645010690,2007,2,2007,12276648010690,1,2,1,44.555258,-114.92438,0,NA,30,2006,0,NA,NA,NA,735,0,23,39,1,NA,6.018046,NA,413,1,1,1,0,0,1,FIRE
86288,101,16,31374523010690,2008,2,2011,50639474020004,1,1,2,44.967326,-115.927241,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,6.018046,NA,412,1,0,0,0,0,0,None
86331,101,16,37275525010690,2010,2,2010,42496923010690,1,1,1,43.969869,-115.324875,16.6259,22,0,NA,0,NA,0,NA,735,41.3699,60,72,1,NA,74.965282,NA,402,3,0,0,0,0,0,None
86335,101,16,40391536010690,2011,2,2011,51057374020004,1,1,1,44.834845,-115.863597,71.0438,27,0,NA,0,NA,0,NA,735,127.7693,35,30,0.75,NA,6.018046,NA,412,2,0,0,0,0,0,None
86344,101,16,5386029010690,2005,2,2011,50636518020004,1,1,2,43.593609,-115.469971,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,1,NA,6.018046,NA,402,1,0,0,0,0,0,None
86362,101,16,4720770010690,2004,2,2004,4720773010690,1,1,1,43.517587,-115.024782,29.3925,NA,0,NA,NA,NA,NA,NA,470,50.4337,49,192,1,NA,6.018046,NA,414,10,3,0.3,0,0,0,None
86371,101,16,5380969010690,2005,2,2005,5380972010690,1,1,1,43.784122000000004,-114.831484,40.3191,40,0,NA,NA,NA,NA,NA,670,78.7602,40,45,1,NA,6.018046,NA,414,5,0,0,0,0,0,None
86390,101,16,35372608010690,2009,2,2009,39528918010690,1,1,1,44.737277,-115.425648,71.7683,29,32,2007,0,NA,NA,NA,735,163.3767,16,15,1,NA,6.018046,NA,413,11,4,0.36363636363636365,0,0,1,FIRE
86410,101,16,5398798010690,2005,2,2005,5398801010690,1,1,1,44.867089,-115.552612,115.7899,24,0,NA,NA,NA,NA,NA,700,222.6195,40,260,1,NA,6.018046,NA,402,9,0,0,0,0,0,None
86444,101,16,4724352010690,2004,2,2004,4724355010690,1,2,1,44.047936,-114.37872,87.3377,27,0,NA,NA,NA,NA,NA,735,158.8213,65,324,1,NA,6.018046,NA,413,9,9,1,0,0,0,None
86469,101,16,11807680010690,2006,2,2006,11807683010690,1,2,1,45.444788,-114.506581,103.9395,28,0,NA,NA,NA,NA,NA,735,218.1801,47,325,1,NA,6.018046,NA,413,3,2,0.6666666666666666,0,0,0,None
86475,101,16,4724425010690,2004,2,2004,4724428010690,1,2,1,43.855062,-114.009417,29.4186,NA,10,9999,0,NA,NA,NA,470,63.6346,65,24,1,NA,6.018046,NA,413,23,11,0.4782608695652174,1,0,0,INSECT
86490,101,16,11804085010690,2006,2,2008,11804087010690,1,1,1,45.326356,-115.340018,12.5342,30,0,NA,NA,NA,NA,NA,700,24.8042,35,87,0.5,NA,6.018046,NA,412,1,0,0,0,0,0,None
86533,101,16,35372584010690,2009,2,2009,39529031010690,1,2,1,45.050726,-115.415557,87.4675,33,0,NA,NA,NA,NA,NA,670,151.9129,38,50,1,NA,6.018046,NA,412,4,3,0.75,0,0,0,None
86559,101,16,40390411010690,2013,2,2013,273530058489998,1,2,1,45.903173,-115.001918,64.779,30,12,2010,0,NA,0,NA,700,134.4336,21,254,1,NA,6.018046,2005,117,13,6,0.46153846153846156,1,0,0,INSECT
86568,101,16,35372158010690,2009,2,2009,39523541010690,1,1,1,44.571739,-113.56116,36.3253,NA,10,2008,0,NA,NA,NA,470,56.6891,0,0,1,NA,6.018046,NA,413,6,0,0,1,0,0,INSECT
86674,101,16,31374601010690,2008,2,2008,31374604010690,1,1,1,44.601907,-115.421988,78.4415,36,0,NA,NA,NA,NA,NA,700,134.6394,30,156,1,NA,6.018046,NA,413,4,1,0.25,0,0,0,None
86681,101,16,4729194010690,2004,2,2004,4729197010690,1,1,1,45.321777,-115.406097,124.8417,30,0,NA,NA,NA,NA,NA,700,243.14,65,260,1,NA,6.018046,NA,412,6,1,0.16666666666666666,0,0,0,None
86696,101,16,40391520010690,2011,2,2011,51056966020004,1,1,1,44.920339,-115.357681,26.2092,23,31,2007,0,NA,0,NA,735,50.2701,30,20,1,NA,6.018046,NA,412,1,0,0,0,0,1,FIRE
86756,101,16,11807768010690,2006,2,2006,11807771010690,1,1,1,44.861159,-114.351997,181.1784,49,0,NA,NA,NA,NA,NA,670,320.3311,12,21,1,NA,6.018046,NA,413,1,0,0,0,0,0,None
86881,101,16,12269454010690,2007,2,2007,12269457010690,1,1,1,43.87862,-114.941225,137.8834,31,0,NA,NA,NA,NA,NA,670,329.6684,40,344,1,NA,74.965282,NA,414,3,0,0,0,0,0,None
86889,101,16,12290043010690,2007,2,2008,12290045010690,1,2,1,44.688931,-115.297058,95.9574,44,0,NA,NA,NA,NA,NA,595,154.7181,45,22,0.75,NA,6.018046,NA,413,7,7,1,0,0,0,None
86918,101,16,37276026010690,2010,2,2010,42524659010690,1,1,1,44.673087,-113.839327,98.7005,25,12,9999,0,NA,0,NA,735,214.1646,43,277,1,NA,6.018046,NA,413,15,8,0.5333333333333333,1,0,0,INSECT
86939,101,16,4724556010690,2004,2,2004,4724559010690,1,1,1,44.360283,-114.365018,67.65,NA,0,NA,NA,NA,NA,NA,470,133.367,27,248,1,NA,6.018046,NA,413,23,3,0.13043478260869565,0,0,0,None
86947,101,16,40390082010690,2012,2,2013,272346024489998,2,2,1,44.346612,-114.790171,0,NA,0,NA,0,NA,0,NA,735,0,24,142,0.25,NA,6.018046,NA,413,1,1,1,0,0,0,None
86955,101,16,40391601010690,2011,2,2011,51059020020004,1,2,1,45.025251,-115.175359,19.0548,37,0,NA,0,NA,0,NA,595,32.5006,70,206,1,NA,6.018046,NA,412,2,2,1,0,0,0,None
86961,101,16,40390004010690,2013,2,2014,272352578489998,1,2,1,44.266174,-113.570064,58.2488,25,0,NA,0,NA,0,NA,735,131.4675,33,330,1,NA,6.018046,NA,NA,25,25,1,0,0,0,None
86969,101,16,40390016010690,2013,2,2013,273530344489998,1,1,1,44.192892,-115.060282,54.0264,13,92,9999,0,NA,0,NA,735,159.3194,50,348,1,NA,6.018046,NA,414,11,0,0,0,0,0,None
86998,101,16,37276295010690,2010,2,2010,42534783010690,1,1,1,44.93219,-115.385901,65.8853,25,31,2008,0,NA,0,NA,700,139.0276,25,245,1,NA,74.965282,NA,412,1,0,0,0,0,1,FIRE
87050,101,16,12281099010690,2007,2,2008,31348664010690,2,1,1,45.226116,-114.831087,164.0269,48,0,NA,95,2005,0,NA,670,293.4125,38,40,0.25,NA,6.018046,NA,413,2,1,0.5,0,0,0,None
87071,101,16,5377574010690,2005,2,2005,5377577010690,1,1,1,43.832302,-114.762169,262.7483,54,12,9999,0,NA,NA,NA,595,411.6813,43,48,0.961927,NA,6.018046,NA,414,4,1,0.25,1,0,0,INSECT
87078,101,16,11813713010690,2006,2,2011,50639315020004,1,1,1,45.106821,-115.861234,77.2155,30,0,NA,0,NA,0,NA,670,180.1029,5,315,0.666078,NA,6.018046,NA,412,13,1,0.07692307692307693,0,0,0,None
87181,101,16,35371807010690,2009,2,2009,39520279010690,1,1,1,46.353282,-114.652764,127.2416,40,0,NA,NA,NA,NA,NA,670,263.3733,20,30,1,NA,74.965282,NA,105,2,0,0,0,0,0,None
87200,101,16,40390310010690,2011,2,2011,51041131020004,1,2,1,46.560844,-114.393539,0,22,30,2007,0,NA,0,NA,735,0,28,165,1,NA,6.018046,2007,105,4,4,1,0,0,1,FIRE
87215,101,16,5384999010690,2005,2,2005,5385002010690,1,2,1,44.542346,-114.675217,101.2005,21,10,9999,0,NA,NA,NA,735,195.773,30,297,1,NA,6.018046,NA,413,19,11,0.5789473684210527,1,0,0,INSECT
87303,101,16,4732557010690,2004,2,2004,4732560010690,1,2,1,44.52747,-113.05262,182.7045,25,0,NA,NA,NA,NA,NA,670,339.1854,41,338,1,NA,6.018046,NA,413,39,14,0.358974358974359,0,0,0,None
