...1,TREE_COMPOSITE_ID,PLOT_COMPOSITE_ID,SPCD,PLOT,SUBP,COUNTYCD,STATECD,PLT_CN,INVYR,CYCLE,MEASYEAR,TREE_CN,COND_CN,CONDID,STATUSCD,DIA,COND_STATUS_CD,LAT,LON,BALIVE,SICOND,DSTRBCD1,DSTRBYR1,DSTRBCD2,DSTRBYR2,DSTRBCD3,DSTRBYR3,SDIMAX_RMRS,SDI_RMRS,SLOPE,ASPECT,CONDPROP_UNADJ,RECONCILECD,TPA_UNADJ,MORTYR,DAMAGE_AGENT_CD1,DAMAGE_AGENT_CD2,DAMAGE_AGENT_CD3,AGENTCD,PREV_STATUS_CD,ADFORCD
29044,16_1_49_86551_3_3,16_1_49_86551,122,86551,3,49,16,40390485010690,2013,2,2013,273514508489998,273514467489998,1,2,5.1,1,45.548088,-115.337031,0,65,30,2010,0,NA,0,NA,595,0,50,101,1,NA,6.018046,2010,NA,NA,NA,30,NA,117
29153,16_1_49_85821_2_7,16_1_49_85821,108,85821,2,49,16,40390481010690,2013,2,2013,273514398489998,273514361489998,1,1,6.1,1,45.55593,-115.970709,86.7064,39,0,NA,0,NA,0,NA,735,164.9286,14,287,1,NA,6.018046,NA,90001,0,NA,NA,NA,117
29648,16_1_35_85802_4_17,16_1_35_85802,108,85802,4,35,16,40389911010690,2012,2,2012,195360315020004,195360213020004,1,1,11.8,1,46.576402,-115.032251,195.0679,45,12,2011,0,NA,0,NA,700,376.9762,17,323,1,NA,6.018046,NA,0,NA,NA,NA,NA,105
29873,16_1_49_80045_2_37,16_1_49_80045,108,80045,2,49,16,188770618020004,2014,3,2014,325568098489998,325568008489998,1,1,6.9,1,45.639982,-115.782832,241.5713,56,0,NA,0,NA,0,NA,700,541.68,10,10,1,NA,6.018046,NA,0,NA,NA,NA,1,117
29918,16_1_49_80045_4_47,16_1_49_80045,108,80045,4,49,16,188770618020004,2014,3,2014,325568162489998,325568008489998,1,1,5.2,1,45.639982,-115.782832,241.5713,56,0,NA,0,NA,0,NA,700,541.68,10,10,1,1,6.018046,NA,0,NA,NA,NA,NA,117
30188,16_1_49_83908_4_16,16_1_49_83908,108,83908,4,49,16,188770591020004,2014,3,2014,325566121489998,325566018489998,1,2,NA,1,45.773188,-115.26409,133.1288,65,0,NA,0,NA,0,NA,700,276.7441,51,120,1,NA,NA,NA,NA,NA,NA,NA,2,117
30953,16_1_49_84082_2_24,16_1_49_84082,108,84082,2,49,16,188770235020004,2014,3,2014,325588234489998,325588171489998,1,1,11.4,1,45.750711,-115.626057,196.1131,51,0,NA,0,NA,0,NA,700,407.0529,25,295,1,NA,6.018046,NA,0,NA,NA,NA,1,117
30998,16_1_49_85715_3_9,16_1_49_85715,108,85715,3,49,16,188770236020004,2014,3,2014,325588391489998,325588347489998,1,2,NA,1,45.64135,-115.457951,29.4535,56,30,2011,0,NA,0,NA,670,50.7065,47,49,1,NA,NA,NA,NA,NA,NA,NA,2,117
31043,16_1_49_87025_4_3,16_1_49_87025,108,87025,4,49,16,188770685020004,2014,3,2014,325571787489998,325571769489998,1,2,NA,1,46.127977,-114.799074,0,30,0,NA,0,NA,0,NA,735,0,26,103,1,NA,NA,NA,NA,NA,NA,NA,2,117
31277,16_1_49_88069_4_6,16_1_49_88069,101,88069,4,49,16,188770885020004,2014,3,2014,325581407489998,325581346489998,1,2,7.2,1,46.477787,-114.463731,0,39,30,2012,0,NA,0,NA,735,0,45,46,1,NA,6.018046,NA,NA,NA,NA,NA,2,105
31380,16_1_57_86368_1_9,16_1_57_86368,119,86368,1,57,16,188770437020004,2014,3,2014,325559886489998,325559862489998,1,1,1.5,1,47.027427,-116.769707,113.2711,62,0,NA,0,NA,0,NA,595,225.3106,40,285,1,NA,74.965282,NA,NA,NA,NA,NA,1,105
31470,16_1_57_86368_3_10,16_1_57_86368,119,86368,3,57,16,188770437020004,2014,3,2014,325559910489998,325559862489998,1,2,NA,1,47.027427,-116.769707,113.2711,62,0,NA,0,NA,0,NA,595,225.3106,40,285,1,NA,NA,2009,NA,NA,NA,60,1,105
31898,16_1_35_86691_2_1,16_1_35_86691,108,86691,2,35,16,188771565020004,2015,3,2015,387667772489998,387667763489998,1,1,5.6,1,46.845409,-114.974288,62.96,41,0,NA,0,NA,0,NA,670,138.1668,42,120,1,NA,6.018046,NA,0,NA,NA,NA,1,105
32055,16_1_35_86405_2_4,16_1_35_86405,119,86405,2,35,16,188771566020004,2015,3,2015,387667873489998,387667844489998,1,2,28.3,1,46.802219,-115.164264,96.9535,54,0,NA,0,NA,0,NA,595,157.1809,74,241,1,NA,6.018046,NA,NA,NA,NA,NA,2,105
32168,16_1_49_83330_1_7,16_1_49_83330,108,83330,1,49,16,188771530020004,2015,3,2015,387665304489998,387665284489998,1,1,6.1,1,45.559653,-115.914329,118.9814,50,0,NA,0,NA,0,NA,700,232.5325,40,210,1,NA,6.018046,NA,90002,0,NA,NA,1,117
32194,16_1_49_83687_2_2,16_1_49_83687,122,83687,2,49,16,188771313020004,2015,3,2015,387656693489998,387656678489998,1,1,25.4,1,46.037351,-114.732812,40.6765,73,30,2012,0,NA,0,NA,595,59.6702,31,284,1,NA,6.018046,NA,90006,0,NA,NA,1,117
32438,16_1_49_85344_3_11,16_1_49_85344,108,85344,3,49,16,188771439020004,2015,3,2015,387660354489998,387660316489998,1,1,7,1,45.858227,-115.070778,53.2084,48,10,9999,0,NA,0,NA,700,109.2368,40,280,1,NA,6.018046,NA,0,NA,NA,NA,1,117
32663,16_1_49_87184_4_8,16_1_49_87184,108,87184,4,49,16,188771792020004,2015,3,2015,387678092489998,387678025489998,2,2,NA,1,46.526848,-114.464779,16.6924,18,22,9999,31,2013,0,NA,735,45.5672,23,6,0.5,NA,NA,2013,NA,NA,NA,30,1,105
32753,16_1_49_86385_2_1,16_1_49_86385,108,86385,2,49,16,188771216020004,2015,3,2015,387652995489998,387652947489998,1,1,9,1,45.663894,-115.757778,233.8091,59,0,NA,0,NA,0,NA,700,481.0199,5,282,1,NA,6.018046,NA,0,NA,NA,NA,1,117
32798,16_1_49_86385_4_2,16_1_49_86385,108,86385,4,49,16,188771216020004,2015,3,2015,387653069489998,387652947489998,1,1,7.5,1,45.663894,-115.757778,233.8091,59,0,NA,0,NA,0,NA,700,481.0199,5,282,1,NA,6.018046,NA,0,NA,NA,NA,1,117
32942,16_1_49_83600_2_6,16_1_49_83600,101,83600,2,49,16,188771499020004,2015,3,2016,485511709489998,485511688489998,1,2,7.5,1,45.98457,-115.069845,70.8599,41,31,2013,0,NA,0,NA,700,138.0008,35,120,1,NA,6.018046,NA,NA,NA,NA,NA,2,117
33203,16_1_49_86912_3_7,16_1_49_86912,108,86912,3,49,16,188771655020004,2015,3,2015,387672067489998,387672029489998,1,2,12.3,1,46.033937,-114.933161,146.9298,40,22,9999,0,NA,0,NA,595,273.5824,50,116,1,NA,6.018046,NA,NA,NA,NA,NA,2,117
33293,16_1_49_85596_4_6,16_1_49_85596,108,85596,4,49,16,188771500020004,2015,3,2015,387663214489998,387663171489998,1,2,9.2,1,45.860518,-115.263661,82.6733,48,0,NA,0,NA,0,NA,735,142.7039,45,139,1,NA,6.018046,NA,NA,NA,NA,NA,2,117
33563,16_1_49_86172_2_5,16_1_49_86172,108,86172,2,49,16,37275863010690,2010,2,2010,42512364010690,42512349010690,1,1,16.3,1,46.443945,-114.783096,44.9165,53,0,NA,0,NA,0,NA,700,94.1791,60,115,1,NA,6.018046,NA,0,NA,NA,NA,NA,105
33630,16_1_35_84293_3_12,16_1_35_84293,119,84293,3,35,16,188770732020004,2014,3,2014,325573971489998,325573927489998,1,1,6.6,1,46.412509,-115.701206,184.2118,47,0,NA,0,NA,0,NA,770,365.7229,51,270,1,1,6.018046,NA,22000,0,NA,NA,NA,105
33698,16_1_49_83908_3_10,16_1_49_83908,108,83908,3,49,16,188770591020004,2014,3,2014,325566084489998,325566018489998,1,1,10.6,1,45.773188,-115.26409,133.1288,65,0,NA,0,NA,0,NA,700,276.7441,51,120,1,NA,6.018046,NA,0,NA,NA,NA,1,117
34710,16_1_57_81464_2_6,16_1_57_81464,119,81464,2,57,16,188770616020004,2014,3,2014,325567858489998,325567832489998,1,1,1.6,1,46.911908,-116.610881,63.4756,70,0,NA,0,NA,0,NA,595,174.3959,35,221,0.861146,1,74.965282,NA,NA,NA,NA,NA,NA,105
34778,16_1_49_88640_4_25,16_1_49_88640,108,88640,4,49,16,188770737020004,2014,3,2014,325574526489998,325574443489998,1,2,NA,1,45.957947,-115.45014,196.757,73,0,NA,0,NA,0,NA,595,338.3102,54,327,1,NA,NA,NA,NA,NA,NA,NA,2,117
35498,16_1_49_86385_1_29,16_1_49_86385,108,86385,1,49,16,188771216020004,2015,3,2015,387652986489998,387652947489998,1,1,7.7,1,45.663894,-115.757778,233.8091,59,0,NA,0,NA,0,NA,700,481.0199,5,282,1,NA,6.018046,NA,0,NA,NA,NA,1,117
