x,y,precip
-117.208333333271,48.958333333325996,1.6766523733954484
-117.166666666604,48.958333333325996,2.6507685340295706
-117.124999999937,48.958333333325996,2.6105023627725834
-117.08333333327,48.958333333325996,2.457633550069967
-117.04166666660299,48.958333333325996,2.3747250814602965
-116.999999999936,48.958333333325996,2.0016387354216003
-116.958333333269,48.958333333325996,1.6202271345238741
-116.916666666602,48.958333333325996,2.1045588392977512
-116.874999999935,48.958333333325996,2.479653611206949
-116.833333333268,48.958333333325996,2.203016127113751
-116.791666666601,48.958333333325996,3.1716358215819986
-116.749999999934,48.958333333325996,3.8063569184604162
-116.70833333326699,48.958333333325996,2.942741197505064
-116.6666666666,48.958333333325996,1.8023579048408889
-116.624999999933,48.958333333325996,0.928085223092244
-116.583333333266,48.958333333325996,0.39001992970504845
-116.541666666599,48.958333333325996,-0.10157958330708004
-116.499999999932,48.958333333325996,-0.27759077130478654
-116.458333333265,48.958333333325996,-0.20732741825349432
-116.416666666598,48.958333333325996,-0.021832173248902097
-116.374999999931,48.958333333325996,0.44804182660146014
-116.333333333264,48.958333333325996,0.353469363935537
-116.291666666597,48.958333333325996,0.35218188433591074
-116.24999999993,48.958333333325996,0.18626006617985405
-116.208333333263,48.958333333325996,0.10435492915302529
-116.166666666596,48.958333333325996,0.05099626785465764
-116.124999999929,48.958333333325996,0.6265729774080737
-116.083333333262,48.958333333325996,0.9387263195421673
-116.041666666595,48.958333333325996,1.090629875086028
-115.999999999928,48.958333333325996,1.3467029396815802
-115.958333333261,48.958333333325996,1.6279900865457173
-115.916666666594,48.958333333325996,1.3443370372738332
-115.874999999927,48.958333333325996,0.7447709727599103
-115.83333333326,48.958333333325996,0.40227284344125097
-115.791666666593,48.958333333325996,0.5058356294943235
-115.749999999926,48.958333333325996,0.21275810263842784
-115.708333333259,48.958333333325996,0.254926056124381
-115.666666666592,48.958333333325996,0.00228303883566453
-115.624999999925,48.958333333325996,-0.09417005360139939
-115.583333333258,48.958333333325996,0.22862403244165394
-115.541666666591,48.958333333325996,0.5230285234851163
-115.499999999924,48.958333333325996,0.6953865057459312
-115.458333333257,48.958333333325996,1.0943705109819302
-115.41666666659,48.958333333325996,1.391795396732347
-115.374999999923,48.958333333325996,0.9621810461311426
-115.333333333256,48.958333333325996,0.46032664529488226
-115.291666666589,48.958333333325996,-0.013382823970631699
-115.249999999922,48.958333333325996,-0.545627225370059
-115.208333333255,48.958333333325996,-0.7831370692487103
-115.166666666588,48.958333333325996,-0.8416531404410629
-115.124999999921,48.958333333325996,-0.7616432636353706
-115.083333333254,48.958333333325996,-0.6973115885697061
-115.041666666587,48.958333333325996,-0.5025912278961049
-114.99999999991999,48.958333333325996,0.758617019111313
-114.958333333253,48.958333333325996,2.8880102705052875
-114.916666666586,48.958333333325996,3.1652953723488992
-114.874999999919,48.958333333325996,2.3588833007130874
-114.833333333252,48.958333333325996,2.4798922814394095
-114.791666666585,48.958333333325996,2.8662546150911203
-114.749999999918,48.958333333325996,2.3692152187377995
-114.708333333251,48.958333333325996,2.7024845307073306
-114.666666666584,48.958333333325996,2.475008531468538
-114.624999999917,48.958333333325996,2.1871464956304054
-114.58333333325,48.958333333325996,1.7951124829538354
-114.541666666583,48.958333333325996,1.737646543157262
-114.499999999916,48.958333333325996,0.8788502334468963
-114.458333333249,48.958333333325996,0.21123847481417013
-114.416666666582,48.958333333325996,0.04847418979996801
-114.374999999915,48.958333333325996,0.33173045421714814
-114.333333333248,48.958333333325996,0.5641889148966631
-114.291666666581,48.958333333325996,1.1565976927644708
-114.249999999914,48.958333333325996,2.746860271978788
-114.208333333247,48.958333333325996,2.5623854567937783
-114.16666666658,48.958333333325996,3.2612041415379283
-114.124999999913,48.958333333325996,3.350502767656587
-114.083333333246,48.958333333325996,3.5142548724512253
-114.041666666579,48.958333333325996,2.7201983039720687
-113.999999999912,48.958333333325996,2.1225525300877086
-113.958333333245,48.958333333325996,1.9759406144097822
-113.916666666578,48.958333333325996,1.224327862720715
-113.874999999911,48.958333333325996,1.577448403818219
-113.833333333244,48.958333333325996,2.6188410141882352
-113.791666666577,48.958333333325996,2.7324850616407916
-113.74999999991,48.958333333325996,2.627543840419444
-113.708333333243,48.958333333325996,1.1946266390654805
-113.666666666576,48.958333333325996,1.3065100969450536
-113.624999999909,48.958333333325996,1.7179796929533322
