x,y,tmean
-117.208333333271,48.958333333325996,-0.4266949459766434
-117.166666666604,48.958333333325996,-1.1436882983202492
-117.124999999937,48.958333333325996,-1.1059518376603468
-117.08333333327,48.958333333325996,-1.0975659575137018
-117.04166666660299,48.958333333325996,-1.0472505766662552
-116.999999999936,48.958333333325996,-0.8501822932525216
-116.958333333269,48.958333333325996,-0.47281738675076757
-116.916666666602,48.958333333325996,-1.0262858762996427
-116.874999999935,48.958333333325996,-0.9759705954197729
-116.833333333268,48.958333333325996,-0.9633917751998055
-116.791666666601,48.958333333325996,-1.265283660414178
-116.749999999934,48.958333333325996,-1.269476700455077
-116.70833333326699,48.958333333325996,-0.9843564755664179
-116.6666666666,48.958333333325996,-0.7579375116718501
-116.624999999933,48.958333333325996,-0.4812032668974125
-116.583333333266,48.958333333325996,0.2022466648271902
-116.541666666599,48.958333333325996,0.9527836377249527
-116.499999999932,48.958333333325996,1.11630860048726
-116.458333333265,48.958333333325996,1.09953684019397
-116.416666666598,48.958333333325996,0.8521530759652131
-116.374999999931,48.958333333325996,0.017757101665847253
-116.333333333264,48.958333333325996,0.11419482331984121
-116.291666666597,48.958333333325996,9.853413725573075e-4
-116.24999999993,48.958333333325996,0.1938607846805452
-116.208333333263,48.958333333325996,0.22740430526712507
-116.166666666596,48.958333333325996,0.3573855475076989
-116.124999999929,48.958333333325996,-0.4266949459766434
-116.083333333262,48.958333333325996,-0.9172693344256813
-116.041666666595,48.958333333325996,-1.1311094781002817
-115.999999999928,48.958333333325996,-1.2191613196076307
-115.958333333261,48.958333333325996,-1.6845781176005221
-115.916666666594,48.958333333325996,-1.286248460748367
-115.874999999927,48.958333333325996,-0.9759705954197729
-115.83333333326,48.958333333325996,-0.8585681733991666
-115.791666666593,48.958333333325996,-0.8040598524783975
-115.749999999926,48.958333333325996,-0.6447280297245661
-115.708333333259,48.958333333325996,-0.6070334554793391
-115.666666666592,48.958333333325996,-0.4266949459766434
-115.624999999925,48.958333333325996,-0.2799419434427797
-115.583333333258,48.958333333325996,-0.39315142539006354
-115.541666666591,48.958333333325996,-0.456045426522324
-115.499999999924,48.958333333325996,-0.5399044279239272
-115.458333333257,48.958333333325996,-1.0556365567804769
-115.41666666659,48.958333333325996,-1.5084744845696125
